Record,Section,Field,Value
11,Clinical Presentation > Uncomplicated Malaria,Common Symptoms 4,headache
11,Clinical Presentation > Uncomplicated Malaria,Common Symptoms 5,nausea
11,Clinical Presentation > Uncomplicated Malaria,Common Symptoms 6,vomiting
11,Clinical Presentation > Uncomplicated Malaria,Common Symptoms 7,body aches
11,Clinical Presentation > Uncomplicated Malaria > Classic Paroxysm,Cold Stage,shivering and sensation of cold
11,Clinical Presentation > Uncomplicated Malaria > Classic Paroxysm,Hot Stage,"fever, headache, vomiting, seizures in children"
11,Clinical Presentation > Uncomplicated Malaria > Classic Paroxysm,Sweating Stage,"profuse sweating, fatigue, temperature normalization"
11,Clinical Presentation > Uncomplicated Malaria > Classic Paroxysm,Attack Duration Hours,6–10
11,Clinical Presentation > Uncomplicated Malaria > Classic Paroxysm,Periodicity,every other day (rare)
11,Clinical Presentation > Severe Malaria,Definition,Malaria with organ failure or metabolic abnormalities
11,Clinical Presentation > Severe Malaria,Major Complications 1,cerebral malaria
11,Clinical Presentation > Severe Malaria,Major Complications 2,pulmonary edema
11,Clinical Presentation > Severe Malaria,Major Complications 3,acute renal failure
11,Clinical Presentation > Severe Malaria,Major Complications 4,severe anemia
11,Clinical Presentation > Severe Malaria,Major Complications 5,bleeding
11,Clinical Presentation > Severe Malaria,Major Complications 6,hypoglycemia
11,Clinical Presentation > Severe Malaria,Major Complications 7,metabolic acidosis
11,Clinical Presentation > Severe Malaria,Progression,can rapidly progress to death within hours or days
11,General,Disease Control Objectives 1,prevent mosquito exposure in endemic regions
11,General,Disease Control Objectives 2,ensure early diagnosis and treatment
11,General,Disease Control Objectives 3,prevent progression to severe disease
11,General,Disease Control Objectives 4,prevent local transmission
11,Disease Prevention Objectives,Traveler Education 1,importance of reporting illness after travel
11,Disease Prevention Objectives,Traveler Education 2,importance of malaria chemoprophylaxis
11,Prevention And Control Measures,Vaccine Status,no commercially available malaria vaccine (per protocol)
11,Prevention And Control Measures,Personal Protection 1,"chemoprophylaxis before, during, and after travel"
11,Prevention And Control Measures,Personal Protection 2,mosquito bite prevention
11,Prevention And Control Measures,Chemoprophylaxis Us Options 1,atovaquone-proguanil
11,Prevention And Control Measures,Chemoprophylaxis Us Options 2,doxycycline
11,Prevention And Control Measures,Chemoprophylaxis Us Options 3,mefloquine
11,Treatment Guidelines,General Rule,Initiate treatment as soon as possible
11,Treatment Guidelines,Decision Factors 1,infecting species
11,Treatment Guidelines,Decision Factors 2,drug resistance patterns
11,Treatment Guidelines,Decision Factors 3,severity of illness
11,Treatment Guidelines > Severe Malaria Management,Care Setting,intensive care
11,Treatment Guidelines > Severe Malaria Management,Therapy,parenteral treatment
11,Treatment Guidelines > Severe Malaria Management,Parasitemia Threshold,<1% before oral switch
11,Treatment Guidelines > Severe Malaria Management,Iv Artesunate Indications 1,parasitemia >10%
11,Treatment Guidelines > Severe Malaria Management,Iv Artesunate Indications 2,evidence of complications
11,Case Ascertainment Criteria,Clinical,any symptoms compatible with malaria
11,Case Ascertainment Criteria,Laboratory,detection of any Plasmodium species
11,Case Ascertainment Criteria,Epidemiologic,travel to or from malaria-endemic area within past year
11,Case Definitions > Suspected Case,Criteria,positive rapid diagnostic test without confirmatory testing
11,Case Definitions > Confirmed Case,Criteria 1,species-specific antigen detection
11,Case Definitions > Confirmed Case,Criteria 2,PCR detection of Plasmodium DNA
11,Case Definitions > Confirmed Case,Criteria 3,microscopic identification on blood smear
11,Case Classification Rules,New Case,infection with a different Plasmodium species
11,Case Classification Rules,Relapse Or Treatment Failure,same species recurrence in US
11,Reporting Requirements,Reporting Timeframe,within 1 week
11,Reporting Requirements,Report To,local health department
11,Reporting Requirements,Cdc Reporting,mandatory via WVEDSS
11,Outbreak Definition,Criteria 1,increase in locally acquired cases
11,Outbreak Definition,Criteria 2,any local transmission after ≥5 years absence
11,Outbreak Definition,Exclusion,imported cases without secondary spread
11,Roles And Responsibilities,Healthcare Providers 1,report suspected or confirmed cases
11,Roles And Responsibilities,Healthcare Providers 2,submit laboratory results
11,Roles And Responsibilities,Healthcare Providers 3,consult CDC Malaria Hotline
11,Roles And Responsibilities,Laboratories 1,"perform smear, RDT, or PCR testing"
11,Roles And Responsibilities,Laboratories 2,report positive results to local health department
11,Roles And Responsibilities,Local Health Departments 1,conduct case investigation
11,Roles And Responsibilities,Local Health Departments 2,collect travel history
11,Roles And Responsibilities,Local Health Departments 3,educate patient and family
11,Roles And Responsibilities,Local Health Departments 4,conduct environmental assessments
11,Roles And Responsibilities,Local Health Departments 5,enter data into WVEDSS
11,Roles And Responsibilities,State Health Department 1,review case reports
11,Roles And Responsibilities,State Health Department 2,report cases to CDC
11,Roles And Responsibilities,State Health Department 3,coordinate mosquito surveillance
11,Roles And Responsibilities,State Health Department 4,provide technical consultation
11,Occupational Health Guidance,Risk Assessment,required for field investigations
11,Occupational Health Guidance,Preventive Measures 1,chemoprophylaxis when indicated
11,Occupational Health Guidance,Preventive Measures 2,use of DEET-based repellents (20–30%)
11,Occupational Health Guidance,Preventive Measures 3,protective clothing
11,Occupational Health Guidance,Preventive Measures 4,treated clothing
11,Occupational Health Guidance,Monitoring,health surveillance and reporting
11,Surveillance,Objectives 1,monitor imported malaria cases
11,Surveillance,Objectives 2,identify invasive Anopheles species
11,Surveillance,Objectives 3,detect local transmission
11,Surveillance,Indicators 1,completeness of clinical data
11,Surveillance,Indicators 2,laboratory confirmation
11,Surveillance,Indicators 3,travel and exposure history
11,General,Chatbot Supported Intents 1,What is malaria?
11,General,Chatbot Supported Intents 2,How is malaria transmitted?
11,General,Chatbot Supported Intents 3,What are the symptoms of malaria?
11,General,Chatbot Supported Intents 4,What is severe malaria?
11,General,Chatbot Supported Intents 5,How long is the incubation period for malaria?
11,General,Chatbot Supported Intents 6,How is malaria diagnosed?
11,General,Chatbot Supported Intents 7,When should malaria be reported?
11,General,Chatbot Supported Intents 8,What is the treatment for severe malaria?
11,General,Chatbot Supported Intents 9,Can malaria be transmitted in the United States?
11,General,Chatbot Supported Intents 10,What are public health responsibilities for malaria cases?
12,Source,Document,Chapter 1: Introduction
12,Source,File Name,chapter_1.pdf
12,Source,Chapter Focus 1,history of malaria
12,Source,Chapter Focus 2,global epidemiology
12,Source,Chapter Focus 3,Plasmodium biology
12,Source,Chapter Focus 4,life cycle
12,Source,Chapter Focus 5,pathogenesis
12,Source,Chapter Focus 6,antimalarial chemotherapy
12,Source,Chapter Focus 7,drug resistance
12,Source,Academic Context,doctoral-level biomedical research
12,Source,Credibility,peer-reviewed academic thesis content
12,Malaria Overview,Definition,Malaria is a parasitic infectious disease caused by protozoan parasites of the genus Plasmodium.
12,Malaria Overview,Disease Type,vector-borne parasitic disease
12,Malaria Overview,Treatability,curable but threatened by drug resistance
12,Malaria Overview,Global Risk Population,≈3.2 billion people
12,Malaria Overview,Annual Deaths 2017,"≈435,000"
12,Historical Background,Ancient Records 1,Mesopotamia
12,Historical Background,Ancient Records 2,India (Atharvaveda)
12,Historical Background,Ancient Records 3,China (Nei Ching)
12,Historical Background,Ancient Records 4,Egypt
12,Historical Background,Ancient Records 5,Greece
12,Historical Background,Ancient Records 6,Rome
12,Historical Background,Ancient Concepts 1,miasma (bad air)
12,Historical Background,Ancient Concepts 2,association with swamps and stagnant water
12,Historical Background > Key Discoveries > 1880,Scientist,Charles Louis Alphonse Laveran
12,Historical Background > Key Discoveries > 1880,Discovery,Plasmodium parasite in human blood
12,Historical Background > Key Discoveries > 1885,Scientists 1,Ettore Marchiafava
12,Historical Background > Key Discoveries > 1885,Scientists 2,Angelo Celli
12,Historical Background > Key Discoveries > 1885,Contribution,established genus Plasmodium
12,Historical Background > Key Discoveries > 1897,Scientist,Sir Ronald Ross
12,Historical Background > Key Discoveries > 1897,Discovery,mosquito transmission of malaria
12,Historical Background,Disease Name Origin,Italian 'mal aria' meaning bad air
12,Plasmodium Taxonomy,Domain,Eukaryota
12,Plasmodium Taxonomy,Phylum,Apicomplexa
12,Plasmodium Taxonomy,Genus,Plasmodium
12,Plasmodium Taxonomy,Known Species,>100
12,Plasmodium Taxonomy,Human Infecting Species 1,Plasmodium falciparum
12,Plasmodium Taxonomy,Human Infecting Species 2,Plasmodium vivax
12,Plasmodium Taxonomy,Human Infecting Species 3,"Plasmodium ovale (curtisi, wallikeri)"
12,Plasmodium Taxonomy,Human Infecting Species 4,Plasmodium malariae
12,Plasmodium Taxonomy,Human Infecting Species 5,Plasmodium knowlesi
12,Plasmodium Taxonomy,Origin,zoonotic transmission from non-human primates in Africa
12,Global Epidemiology,Historical Distribution,all continents except Antarctica
12,Global Epidemiology > Reduction 1900 2002,Countries At Risk,reduced from ~140 to ~88
12,Global Epidemiology > Current Distribution,Endemic Countries,87
12,Global Epidemiology > Current Distribution,Highest Burden Region,Sub-Saharan Africa
12,Global Epidemiology > Species Distribution,Plasmodium Falciparum 1,Sub-Saharan Africa
12,Global Epidemiology > Species Distribution,Plasmodium Falciparum 2,Southeast Asia
12,Global Epidemiology > Species Distribution,Plasmodium Vivax 1,South America
12,Global Epidemiology > Species Distribution,Plasmodium Vivax 2,Southeast Asia
12,Global Epidemiology > Species Distribution,Plasmodium Vivax 3,Western Pacific
12,Global Epidemiology,High Risk Groups 1,children under 5
12,Global Epidemiology,High Risk Groups 2,pregnant women
12,Global Epidemiology,High Risk Groups 3,immunocompromised individuals
12,Global Epidemiology,Poverty Link,malaria is both a cause and consequence of poverty
12,Life Cycle Plasmodium Falciparum > Hosts,Definitive Host,female Anopheles mosquito
12,Life Cycle Plasmodium Falciparum > Hosts,Intermediate Host,human
12,Life Cycle Plasmodium Falciparum > Stages > Sporogonic Stage,Host,mosquito
12,Life Cycle Plasmodium Falciparum > Stages > Sporogonic Stage,Key Events 1,gamete fusion
12,Life Cycle Plasmodium Falciparum > Stages > Sporogonic Stage,Key Events 2,zygote formation
12,Life Cycle Plasmodium Falciparum > Stages > Sporogonic Stage,Key Events 3,ookinete
12,Life Cycle Plasmodium Falciparum > Stages > Sporogonic Stage,Key Events 4,oocyst
12,Life Cycle Plasmodium Falciparum > Stages > Sporogonic Stage,Key Events 5,sporozoite migration to salivary glands
12,Life Cycle Plasmodium Falciparum > Stages > Exoerythrocytic Stage,Host,human liver
12,Life Cycle Plasmodium Falciparum > Stages > Exoerythrocytic Stage,Duration Days,~6
12,Life Cycle Plasmodium Falciparum > Stages > Exoerythrocytic Stage,Output,"~40,000 merozoites per hepatocyte"
12,Life Cycle Plasmodium Falciparum > Stages > Exoerythrocytic Stage,Clinical Symptoms,absent
12,Life Cycle Plasmodium Falciparum > Stages > Intraerythrocytic Stage,Host,human red blood cells
12,Life Cycle Plasmodium Falciparum > Stages > Intraerythrocytic Stage,Cycle Length Hours,48
12,Life Cycle Plasmodium Falciparum > Stages > Intraerythrocytic Stage,Forms 1,ring
12,Life Cycle Plasmodium Falciparum > Stages > Intraerythrocytic Stage,Forms 2,trophozoite
12,Life Cycle Plasmodium Falciparum > Stages > Intraerythrocytic Stage,Forms 3,schizont
12,Life Cycle Plasmodium Falciparum > Stages > Intraerythrocytic Stage,Merozoites Per Schizont,16–32
12,Life Cycle Plasmodium Falciparum > Stages > Intraerythrocytic Stage,Clinical Significance,all malaria symptoms occur at this stage
12,Life Cycle Plasmodium Falciparum > Special Forms > Hypnozoites,Species 1,P. vivax
12,Life Cycle Plasmodium Falciparum > Special Forms > Hypnozoites,Species 2,P. ovale
12,Life Cycle Plasmodium Falciparum > Special Forms > Hypnozoites,Function,cause relapse months to years later
12,Pathogenesis,Infection Types 1,asymptomatic
12,Pathogenesis,Infection Types 2,uncomplicated malaria
12,Pathogenesis,Infection Types 3,severe malaria
12,Pathogenesis > Uncomplicated Malaria,Symptoms 1,fever
12,Pathogenesis > Uncomplicated Malaria,Symptoms 2,chills
12,Pathogenesis > Uncomplicated Malaria,Symptoms 3,sweats
12,Pathogenesis > Uncomplicated Malaria,Symptoms 4,headache
12,Pathogenesis > Uncomplicated Malaria,Symptoms 5,myalgia
12,Pathogenesis > Uncomplicated Malaria,Symptoms 6,fatigue
12,Pathogenesis > Uncomplicated Malaria,Symptoms 7,nausea
12,Pathogenesis > Uncomplicated Malaria,Symptoms 8,vomiting
12,Pathogenesis > Uncomplicated Malaria > Fever Periodicity,Tertian 48H 1,P. falciparum
12,Pathogenesis > Uncomplicated Malaria > Fever Periodicity,Tertian 48H 2,P. vivax
12,Pathogenesis > Uncomplicated Malaria > Fever Periodicity,Tertian 48H 3,P. ovale
12,Pathogenesis > Uncomplicated Malaria > Fever Periodicity,Quartan 72H 1,P. malariae
12,Pathogenesis > Uncomplicated Malaria > Fever Periodicity,Quotidian 24H 1,P. knowlesi
12,Pathogenesis > Severe Malaria,Main Cause,Plasmodium falciparum
12,Pathogenesis > Severe Malaria,Core Features 1,severe anemia
12,Pathogenesis > Severe Malaria,Core Features 2,metabolic acidosis
12,Pathogenesis > Severe Malaria,Core Features 3,cerebral malaria
12,Pathogenesis > Severe Malaria,Mechanism 1,cytoadherence
12,Pathogenesis > Severe Malaria,Mechanism 2,sequestration of infected RBCs
12,Pathogenesis > Severe Malaria,Mechanism 3,microvascular obstruction
12,Pathogenesis > Severe Malaria,Organ Damage 1,brain
12,Pathogenesis > Severe Malaria,Organ Damage 2,kidneys
12,Pathogenesis > Severe Malaria,Organ Damage 3,lungs
12,Pathogenesis > Severe Malaria,Mortality Timeline,death may occur within 48 hours of symptom onset
12,Diagnosis,Gold Standard,Giemsa-stained blood smear microscopy
12,Diagnosis,Principle,"erythrocytes lack DNA, parasites stain positive"
12,Diagnosis > Rapid Diagnostic Tests,Target Antigens 1,HRP2
12,Diagnosis > Rapid Diagnostic Tests,Limitations 1,false negatives
12,Diagnosis > Rapid Diagnostic Tests,Limitations 2,HRP2/3 gene deletions
12,Diagnosis,Molecular Methods 1,PCR
12,Diagnosis,Molecular Methods 2,qPCR
12,Diagnosis,Molecular Methods 3,ddPCR
12,Diagnosis,Diagnostic Rule,laboratory confirmation required due to nonspecific symptoms
12,Antimalarial Chemotherapy,Treatment Principle,rapid parasite clearance to prevent progression to severe disease
12,Antimalarial Chemotherapy,Frontline Therapy,artemisinin-based combination therapies (ACTs)
12,Antimalarial Chemotherapy > Severe Malaria,Treatment,IV or IM artesunate
12,Antimalarial Chemotherapy > Severe Malaria,Follow Up,3-day oral ACT
12,History Of Antimalarial Drugs > Quinine,Origin,cinchona bark
12,History Of Antimalarial Drugs > Quinine,Era,1600s
12,History Of Antimalarial Drugs > Quinine,Limitations 1,toxicity
12,History Of Antimalarial Drugs > Quinine,Limitations 2,cinchonism
12,History Of Antimalarial Drugs > Quinine,Limitations 3,emerging resistance
12,History Of Antimalarial Drugs > Chloroquine,Era,1930s–1960s
12,History Of Antimalarial Drugs > Chloroquine,Impact,key drug in WHO Global Malaria Eradication Programme
12,History Of Antimalarial Drugs > Chloroquine,Failure,widespread resistance
12,History Of Antimalarial Drugs > Antifolates,Examples 1,sulfadoxine-pyrimethamine
12,History Of Antimalarial Drugs > Antifolates,Examples 2,proguanil
12,History Of Antimalarial Drugs > Antifolates,Status,limited use due to resistance
12,History Of Antimalarial Drugs > Artemisinin,Discovery,"Tu Youyou, 1972"
12,History Of Antimalarial Drugs > Artemisinin,Source,Artemisia annua
12,History Of Antimalarial Drugs > Artemisinin,Properties 1,fast-acting
12,History Of Antimalarial Drugs > Artemisinin,Properties 2,low toxicity
12,History Of Antimalarial Drugs > Artemisinin,Properties 3,short half-life
12,Artemisinin Combination Therapies,Rationale 1,reduce resistance
12,Artemisinin Combination Therapies,Rationale 2,improve efficacy
12,Artemisinin Combination Therapies,Rationale 3,ensure parasite clearance
12,Artemisinin Combination Therapies,Who Recommended Acts 1,artemether-lumefantrine
12,Artemisinin Combination Therapies,Who Recommended Acts 2,artesunate-mefloquine
12,Artemisinin Combination Therapies,Who Recommended Acts 3,artesunate-amodiaquine
12,Artemisinin Combination Therapies,Who Recommended Acts 4,dihydroartemisinin-piperaquine
12,Artemisinin Combination Therapies,Who Recommended Acts 5,artesunate-sulfadoxine-pyrimethamine
12,Artemisinin Combination Therapies,Treatment Duration Days,3
12,Drug Resistance,Definition,parasite survival despite adequate drug exposure and absorption
12,Drug Resistance,Major Regions,Southeast Asia
12,Drug Resistance,Key Drugs With Resistance 1,chloroquine
12,Drug Resistance,Key Drugs With Resistance 2,sulfadoxine-pyrimethamine
12,Drug Resistance,Key Drugs With Resistance 3,artemisinin partner drugs
12,Drug Resistance,Mechanisms 1,transporter gene mutations
12,Drug Resistance,Mechanisms 2,altered drug targets
12,Drug Resistance,Mechanisms 3,long drug half-life selective pressure
12,Drug Resistance > Genetic Basis,Mutation Rate,1.0–9.7 × 10⁻⁹ per bp per generation
12,Drug Resistance > Genetic Basis,Markers 1,PfCRT
12,Drug Resistance > Genetic Basis,Markers 2,PfMDR1
12,Drug Resistance > Genetic Basis,Markers 3,PfKelch13
12,General,Chatbot Supported Intents 1,Explain the history of malaria
12,General,Chatbot Supported Intents 2,Describe the Plasmodium life cycle
12,General,Chatbot Supported Intents 3,Why does malaria cause fever?
12,General,Chatbot Supported Intents 4,What is severe malaria?
12,General,Chatbot Supported Intents 5,How is malaria diagnosed?
12,General,Chatbot Supported Intents 6,What are ACTs?
12,General,Chatbot Supported Intents 7,Why does drug resistance develop?
12,General,Chatbot Supported Intents 8,Which Plasmodium species infect humans?
12,General,Chatbot Supported Intents 9,Why is malaria common in Africa?
12,General,Chatbot Supported Intents 10,How do antimalarial drugs work?
13,Source,Title,"National Guidelines for Malaria Diagnosis, Treatment and Preventive Therapies"
13,Source,Year,2020
13,Source,Country,United Republic of Tanzania
13,Source,Issuing Authority,"Ministry of Health, Community Development, Gender, Elderly and Children"
13,Source,Programme,National Malaria Control Programme (NMCP)
13,Source,Policy Alignment,"WHO Test, Treat and Track (T3)"
13,Source,Scope,national clinical and public health malaria management
13,Source,Pages,148
13,Policy Principles,Core Policy,"Test, Treat and Track"
13,Policy Principles,Rules 1,All suspected malaria cases must be tested
13,Policy Principles,Rules 2,Only confirmed cases should be treated with antimalarials
13,Policy Principles,Rules 3,All confirmed cases must be reported to the surveillance system
13,Policy Principles,First Line Uncomplicated,Artemether-Lumefantrine (AL)
13,Policy Principles,First Line Severe,Injectable Artesunate
13,Malaria Risk Stratification,Approach,geographical risk stratification
13,Malaria Risk Stratification,Risk Levels 1,very low transmission
13,Malaria Risk Stratification,Risk Levels 2,low transmission
13,Malaria Risk Stratification,Risk Levels 3,moderate transmission
13,Malaria Risk Stratification,Risk Levels 4,high transmission
13,Malaria Risk Stratification,Purpose 1,tailored interventions
13,Malaria Risk Stratification,Purpose 2,resource optimization
13,Malaria Risk Stratification,Purpose 3,elimination targeting
13,Case Definitions > Suspected Case,Criteria 1,fever or history of fever
13,Case Definitions > Suspected Case,Criteria 2,malaria-like symptoms
13,Case Definitions > Confirmed Case,Criteria 1,positive malaria rapid diagnostic test (mRDT)
13,Case Definitions > Confirmed Case,Criteria 2,positive microscopy (blood smear)
13,Diagnosis,Recommended Methods 1,malaria rapid diagnostic tests (mRDTs)
13,Diagnosis,Recommended Methods 2,light microscopy (Giemsa-stained blood smear)
13,Diagnosis,Diagnostic Rules 1,No treatment without confirmation
13,Diagnosis,Diagnostic Rules 2,Microscopy preferred at hospital level
13,Diagnosis,Diagnostic Rules 3,mRDT preferred at community and primary care level
13,Diagnosis,Common Rdt Antigens 1,HRP2
13,Diagnosis,Common Rdt Antigens 2,pLDH
13,Diagnosis,Limitations 1,HRP2 gene deletions
13,Diagnosis,Limitations 2,false negatives at low parasitemia
13,Case Classification,Types 1,uncomplicated malaria
13,Case Classification,Types 2,severe malaria
13,Uncomplicated Malaria,Clinical Features 1,fever
13,Uncomplicated Malaria,Clinical Features 2,chills
13,Uncomplicated Malaria,Clinical Features 3,headache
13,Uncomplicated Malaria,Clinical Features 4,vomiting
13,Uncomplicated Malaria,Clinical Features 5,joint pain
13,Uncomplicated Malaria,Clinical Features 6,weakness
13,Uncomplicated Malaria > Treatment > First Line,Drug,Artemether-Lumefantrine (AL)
13,Uncomplicated Malaria > Treatment > First Line,Duration Days,3
13,Uncomplicated Malaria > Treatment > First Line,Administration,oral
13,Uncomplicated Malaria > Treatment,Alternative Acts 1,Dihydroartemisinin-Piperaquine
13,Uncomplicated Malaria > Treatment,Alternative Acts 2,Artesunate-Amodiaquine
13,Uncomplicated Malaria > Treatment,Alternative Acts 3,Artesunate-Mefloquine
13,Uncomplicated Malaria > Treatment > Plus Primaquine,Indication,transmission reduction
13,Uncomplicated Malaria > Treatment > Plus Primaquine,Dose,single low dose
13,Uncomplicated Malaria > Treatment > Plus Primaquine,Contraindication,G6PD deficiency (when applicable)
13,Uncomplicated Malaria,Supportive Care 1,paracetamol for fever
13,Uncomplicated Malaria,Supportive Care 2,oral fluids
13,Uncomplicated Malaria,Supportive Care 3,nutrition advice
13,Severe Malaria,Definition,Malaria with life-threatening complications
13,Severe Malaria,Clinical Features 1,impaired consciousness
13,Severe Malaria,Clinical Features 2,severe anemia
13,Severe Malaria,Clinical Features 3,respiratory distress
13,Severe Malaria,Clinical Features 4,hypoglycemia
13,Severe Malaria,Clinical Features 5,renal failure
13,Severe Malaria,Clinical Features 6,shock
13,Severe Malaria > Treatment,First Line,Injectable Artesunate
13,Severe Malaria > Treatment,Route 1,intravenous
13,Severe Malaria > Treatment,Route 2,intramuscular
13,Severe Malaria > Treatment,Follow Up,full oral ACT after stabilization
13,Severe Malaria,Management Principles 1,emergency treatment
13,Severe Malaria,Management Principles 2,hospital admission
13,Severe Malaria,Management Principles 3,continuous monitoring
13,Special Populations > Pregnancy,First Trimester,Quinine (or Artesunate if severe)
13,Special Populations > Pregnancy,Second Third Trimester,Artemether-Lumefantrine
13,Special Populations > Pregnancy,Prevention,Intermittent Preventive Treatment in Pregnancy (IPTp)
13,Special Populations > Infants And Children,Dose Adjustment,weight-based dosing
13,Special Populations > Infants And Children,High Risk,children under 5 years
13,Special Populations > Neonates,Approach,specialist management
13,Special Populations > Hiv Coinfection,Considerations 1,drug-drug interactions
13,Special Populations > Hiv Coinfection,Considerations 2,immune status
13,Preventive Therapies > Iptp,Drug,Sulfadoxine-Pyrimethamine
13,Preventive Therapies > Iptp,Target Group,pregnant women
13,Preventive Therapies > Iptp,Goal,prevent maternal anemia and low birth weight
13,Preventive Therapies > Chemoprophylaxis,Target Groups 1,non-immune travelers
13,Preventive Therapies > Chemoprophylaxis,Target Groups 2,special risk populations
13,Preventive Therapies,Vector Control 1,long-lasting insecticide-treated nets (LLINs)
13,Preventive Therapies,Vector Control 2,indoor residual spraying (IRS)
13,Preventive Therapies,Vector Control 3,larval source management
13,Anaemia And Malaria,Relationship,malaria causes hemolysis and bone marrow suppression
13,Anaemia And Malaria,Severity Classification 1,mild
13,Anaemia And Malaria,Severity Classification 2,moderate
13,Anaemia And Malaria,Severity Classification 3,severe
13,Anaemia And Malaria,Management 1,treat malaria
13,Anaemia And Malaria,Management 2,manage anemia severity
13,Anaemia And Malaria,Management 3,blood transfusion when indicated
13,Commodities And Logistics,Items 1,mRDTs
13,Commodities And Logistics,Items 2,ACTs
13,Commodities And Logistics,Items 3,injectable artesunate
13,Commodities And Logistics,Items 4,microscopy supplies
13,Commodities And Logistics,Quality Assurance 1,diagnostic QA systems
13,Commodities And Logistics,Quality Assurance 2,pharmacovigilance
13,Commodities And Logistics,Quality Assurance 3,adverse drug reaction reporting
13,Act Resistance Mitigation,Strategies 1,mandatory parasitological diagnosis
13,Act Resistance Mitigation,Strategies 2,ban on ACT monotherapy
13,Act Resistance Mitigation,Strategies 3,treatment adherence enforcement
13,Act Resistance Mitigation,Strategies 4,monitor therapeutic efficacy
13,Act Resistance Mitigation,Surveillance Markers 1,treatment failure rates
13,Act Resistance Mitigation,Surveillance Markers 2,delayed parasite clearance
13,Surveillance And Reporting,Framework,Malaria Case-Based Surveillance (MCBS)
13,Surveillance And Reporting,Reporting Requirements 1,all confirmed cases reported
13,Surveillance And Reporting,Reporting Requirements 2,use of national health information systems
13,Surveillance And Reporting,Objectives 1,monitor trends
13,Surveillance And Reporting,Objectives 2,detect outbreaks
13,Surveillance And Reporting,Objectives 3,support elimination efforts
13,Social And Behavior Change,Focus 1,early care seeking
13,Social And Behavior Change,Focus 2,treatment adherence
13,Social And Behavior Change,Focus 3,net usage
13,Social And Behavior Change,Focus 4,community awareness
13,General,Chatbot Supported Intents 1,What is the national treatment for malaria?
13,General,Chatbot Supported Intents 2,How is malaria diagnosed in Tanzania?
13,General,Chatbot Supported Intents 3,What is first-line treatment for severe malaria?
13,General,Chatbot Supported Intents 4,Can malaria be treated without a test?
13,General,Chatbot Supported Intents 5,What is IPTp?
13,General,Chatbot Supported Intents 6,How is malaria managed in pregnancy?
13,General,Chatbot Supported Intents 7,What causes severe malaria?
13,General,Chatbot Supported Intents 8,How is malaria prevented?
13,General,Chatbot Supported Intents 9,What is ACT resistance?
13,General,Chatbot Supported Intents 10,When should malaria cases be reported?
14,Source,Title,Malaria
14,Source,File Name,Malaria (1).pdf
14,Source,Document Length Pages,21
14,Source,Document Type,academic teaching material
14,Source,Credibility,standard parasitology reference
14,Introduction,Definition,Malaria is a mosquito-borne infectious disease of humans and animals caused by protists of the genus Plasmodium.
14,Introduction,Transmission,bite of infected female mosquito injecting parasites via saliva
14,Introduction,Primary Target Organs 1,liver
14,Introduction,Primary Target Organs 2,red blood cells
14,Introduction,Common Symptoms 1,fever
14,Introduction,Common Symptoms 2,headache
14,Introduction,Severe Outcomes 1,coma
14,Introduction,Severe Outcomes 2,death
14,Introduction,Geographical Distribution 1,Sub-Saharan Africa
14,Introduction,Geographical Distribution 2,Asia
14,Introduction,Geographical Distribution 3,Americas
14,Introduction,Geographical Distribution 4,tropical and subtropical regions
14,Introduction > Etymology,Origin,Italian
14,Introduction > Etymology,Term,mala aria
14,Introduction > Etymology,Meaning,bad air
14,Introduction,Historical Names 1,ague
14,Introduction,Historical Names 2,marsh fever
14,Introduction,Non Endemic Regions Today 1,Europe
14,Introduction,Non Endemic Regions Today 2,North America (imported cases only)
14,History,Ancient Records 1,China (2700 BC)
14,History,Ancient Records 2,Roman Empire (Roman fever)
14,History > Key Milestones 1,Year,1820
14,History > Key Milestones 1,Event,Quinine purified from cinchona bark
14,History > Key Milestones 2,Year,1880
14,History > Key Milestones 2,Event,Laveran identifies malaria parasite
14,History > Key Milestones 3,Year,1898
14,History > Key Milestones 3,Event,Ronald Ross proves mosquito transmission
14,History > Key Milestones 4,Year,1934
14,History > Key Milestones 4,Event,Chloroquine discovered
14,History > Key Milestones 5,Year,1939
14,History > Key Milestones 5,Event,DDT insecticide tested
14,History > Key Milestones 6,Year,1952
14,History > Key Milestones 6,Event,Malaria eliminated in USA
14,History > Key Milestones 7,Year,1955
14,History > Key Milestones 7,Event,WHO Global Malaria Eradication Campaign
14,History > Key Milestones 8,Year,1957
14,History > Key Milestones 8,Event,Chloroquine resistance documented
14,History > Key Milestones 9,Year,1976
14,History > Key Milestones 9,Event,Plasmodium cultured in vitro
14,History > Key Milestones 10,Year,1992
14,History > Key Milestones 10,Event,"RTS,S vaccine enters trials"
14,History > Key Milestones 11,Year,2001
14,History > Key Milestones 11,Event,ACT adopted as first-line therapy
14,History > Key Milestones 12,Year,2008
14,History > Key Milestones 12,Event,Global Malaria Action Plan endorsed
14,Causative Agents,Genus,Plasmodium
14,Causative Agents,Human Species 1,Plasmodium falciparum
14,Causative Agents,Human Species 2,Plasmodium vivax
14,Causative Agents,Human Species 3,Plasmodium ovale
14,Causative Agents,Human Species 4,Plasmodium malariae
14,Causative Agents,Human Species 5,Plasmodium knowlesi
14,Causative Agents,Avian Species Examples 1,Plasmodium relictum
