Record,Section,Field,Value
7,Diagnosis > Laboratory Tests > Drug Susceptibility Testing,Mandatory For 1,Treatment failure
7,Diagnosis > Laboratory Tests > Drug Susceptibility Testing,Mandatory For 2,Relapse
7,Diagnosis > Laboratory Tests > Drug Susceptibility Testing,Mandatory For 3,MDR suspicion
7,Treatment,Principles 1,Combination therapy
7,Treatment,Principles 2,Adequate duration
7,Treatment,Principles 3,Strict adherence
7,Treatment,Principles 4,Never monotherapy
7,Treatment > Drug Susceptible Tb,Total Duration,6 months
7,Treatment > Drug Susceptible Tb > Intensive Phase,Duration,2 months
7,Treatment > Drug Susceptible Tb > Intensive Phase,Drugs 1,Isoniazid
7,Treatment > Drug Susceptible Tb > Intensive Phase,Drugs 2,Rifampicin
7,Treatment > Drug Susceptible Tb > Intensive Phase,Drugs 3,Pyrazinamide
7,Treatment > Drug Susceptible Tb > Intensive Phase,Drugs 4,Ethambutol
7,Treatment > Drug Susceptible Tb > Continuation Phase,Duration,4 months
7,Treatment > Drug Susceptible Tb > Continuation Phase,Drugs 1,Isoniazid
7,Treatment > Drug Susceptible Tb > Continuation Phase,Drugs 2,Rifampicin
7,Treatment > Latent Tb Infection,Recommended Regimens 1,Isoniazid 6–9 months
7,Treatment > Latent Tb Infection,Recommended Regimens 2,Rifampicin 4 months
7,Treatment > Latent Tb Infection,Recommended Regimens 3,Isoniazid + Rifapentine 3 months
7,Drug Resistant Tb,Mono Resistant Tb,Resistance to one first-line drug
7,Drug Resistant Tb > Mdr Tb,Definition,Resistance to isoniazid and rifampicin
7,Drug Resistant Tb > Xdr Tb,Definition,MDR-TB plus resistance to fluoroquinolones and second-line injectable drugs
7,Drug Resistant Tb,Causes 1,Incomplete treatment
7,Drug Resistant Tb,Causes 2,Incorrect regimens
7,Drug Resistant Tb,Causes 3,Poor adherence
7,Drug Resistant Tb,Causes 4,Substandard drugs
7,Mdr Tb Management,Treatment Duration,18–24 months
7,Mdr Tb Management,Key Drugs 1,Fluoroquinolones
7,Mdr Tb Management,Key Drugs 2,Bedaquiline
7,Mdr Tb Management,Key Drugs 3,Linezolid
7,Mdr Tb Management,Key Drugs 4,Clofazimine
7,Mdr Tb Management,Challenges 1,High cost
7,Mdr Tb Management,Challenges 2,Drug toxicity
7,Mdr Tb Management,Challenges 3,Adherence difficulty
7,Prevention,Primary Prevention 1,Early case detection
7,Prevention,Primary Prevention 2,Effective treatment
7,Prevention > Vaccination,Name,BCG
7,Prevention > Vaccination,Given At,Birth
7,Prevention > Vaccination,Protects Against 1,TB meningitis
7,Prevention > Vaccination,Protects Against 2,Miliary TB
7,Prevention > Vaccination,Limitations 1,Limited protection against adult pulmonary TB
7,Prevention,Infection Control 1,Adequate ventilation
7,Prevention,Infection Control 2,Respiratory hygiene
7,Prevention,Infection Control 3,Mask use
7,Prevention,Infection Control 4,Sunlight exposure
7,Public Health Actions,Case Notification,True
7,Public Health Actions,Contact Tracing,True
7,Public Health Actions,Surveillance,True
7,Public Health Actions,Recording And Reporting,True
7,Patient Education,Do 1,Complete full treatment
7,Patient Education,Do 2,Attend follow-up visits
7,Patient Education,Do 3,Cover mouth when coughing
7,Patient Education,Do Not 1,Stop medicines early
7,Patient Education,Do Not 2,Miss doses
7,Patient Education,Do Not 3,Self-medicate
7,Chatbot Capabilities,Faq Support,True
7,Chatbot Capabilities,Symptom Checker,True
7,Chatbot Capabilities,Risk Assessment,True
7,Chatbot Capabilities,Diagnosis Explainer,True
7,Chatbot Capabilities,Treatment Guidance,True
7,Chatbot Capabilities,Adherence Support,True
7,Chatbot Capabilities,Myth Busting,True
7,Chatbot Capabilities,Training And Exam Support,True
7,General,Core Health Messages 1,Tuberculosis is curable
7,General,Core Health Messages 2,Incomplete treatment causes drug resistance
7,General,Core Health Messages 3,Early diagnosis prevents spread
7,General,Core Health Messages 4,Treatment is the best prevention
8,Metadata,Document Title,National Tuberculosis (TB) Guidelines for Ireland 2024
8,Metadata,Chapter,Chapter 3 – Tuberculosis (TB) Disease
8,Metadata,Version,V1.1
8,Metadata,Publisher,"HSE Public Health, National Health Protection Office"
8,Metadata,Year,2024
8,Metadata,Scope,"Diagnosis, management, treatment, and special populations for TB disease"
8,Tb Overview > Definition,Tb Disease,Active infection with Mycobacterium tuberculosis complex causing symptoms and signs
8,Tb Overview > Definition,Latent Tb,Inactive mycobacteria present without symptoms
8,Tb Overview > Diagnosis Basis,Culture Confirmed,75–85% cases
8,Tb Overview > Diagnosis Basis,Clinical Diagnosis,"15–25% based on clinical, radiological, pathological features and treatment response"
8,Tb Overview,High Risk Groups 1,People from high TB incidence countries
8,Tb Overview,High Risk Groups 2,Immunosuppressed individuals
8,Tb Overview,High Risk Groups 3,People living with HIV
8,Tb Overview,High Risk Groups 4,"Underserved populations (homeless, refugees, Roma, Travellers)"
8,Symptoms,Common 1,Chronic cough > 3 weeks
8,Symptoms,Common 2,Unexplained weight loss
8,Symptoms,Common 3,Loss of appetite
8,Symptoms,Common 4,Night sweats
8,Diagnostic Guidelines,General Principles 1,Always obtain microbiological samples before starting treatment if possible
8,Diagnostic Guidelines,General Principles 2,GeneXpert MTB/RIF Ultra and TB cultures recommended
8,Diagnostic Guidelines,General Principles 3,All TB patients must be tested for HIV
8,Diagnostic Guidelines > Pulmonary Tb,Initial Test,Chest X-ray
8,Diagnostic Guidelines > Pulmonary Tb > Samples,Sputum,At least 3 deep cough sputum samples
8,Diagnostic Guidelines > Pulmonary Tb > Samples,Alternatives 1,Induced sputum with hypertonic saline
8,Diagnostic Guidelines > Pulmonary Tb > Samples,Alternatives 2,Bronchoscopy and lavage
8,Diagnostic Guidelines > Pulmonary Tb > Samples,Alternatives 3,CT Thorax if sputum negative or unobtainable
8,Diagnostic Guidelines > Pulmonary Tb,Notes 1,Laryngeal TB may occur with normal chest X-ray
8,Diagnostic Guidelines > Pulmonary Tb,Notes 2,IGRA tests have limited diagnostic utility for active TB
8,Diagnostic Guidelines > Extrapulmonary Tb,General 1,Offer chest X-ray to all suspected cases
8,Diagnostic Guidelines > Extrapulmonary Tb,General 2,Do not place samples in formalin for TB culture
8,Diagnostic Guidelines > Extrapulmonary Tb,General 3,"Rapid tests have low sensitivity in fluids (CSF, pleural, ascitic)"
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Pleural Tb,Tests 1,Chest X-ray
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Pleural Tb,Tests 2,CT Thorax
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Pleural Tb,Tests 3,Ultrasound-guided pleural fluid analysis
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Pleural Tb,Tests 4,ADA measurement
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Pleural Tb,Tests 5,Pleural biopsy if non-diagnostic
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Lymph Node Tb,Diagnostics 1,Ultrasound / EBUS
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Lymph Node Tb,Diagnostics 2,CT / MRI
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Lymph Node Tb,Diagnostics 3,Biopsy or aspiration
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Bone Joint Tb,Diagnostics 1,X-ray
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Bone Joint Tb,Diagnostics 2,CT
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Bone Joint Tb,Diagnostics 3,MRI
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Bone Joint Tb,Diagnostics 4,Joint aspiration or biopsy
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Bone Joint Tb,Special Notes 1,TB drugs are first-line
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Bone Joint Tb,Special Notes 2,Surgery only if spinal instability or cord compression
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Cns Tb,Diagnostics 1,CT / MRI brain
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Cns Tb,Diagnostics 2,CSF analysis
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Cns Tb,Diagnostics 3,Tuberculoma biopsy
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Cns Tb,Treatment Note,Start treatment even if GeneXpert is negative when clinical suspicion is high
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Disseminated Tb,Tests 1,"CT head, thorax, abdomen, pelvis"
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Disseminated Tb,Tests 2,Bone marrow aspirate
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Disseminated Tb,Tests 3,Blood culture for TB
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Genitourinary Tb,Tests 1,3 early morning urine samples over 3 days
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Genitourinary Tb,Tests 2,Ultrasound
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Genitourinary Tb,Tests 3,IV urography
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Genitourinary Tb,Tests 4,Biopsy if needed
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Skin Tb,Tests 1,Skin biopsy
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Skin Tb,Tests 2,GeneXpert
8,Diagnostic Guidelines > Extrapulmonary Tb > Types > Skin Tb,Tests 3,Culture and histology
8,Management,Referral,Refer to TB specialist clinician
8,Management,Care Model 1,Multidisciplinary TB team
8,Management,Care Model 2,Dedicated TB nurse
8,Management,Care Model 3,"Psychosocial support (housing, welfare, education)"
8,Management > Treatment Adherence,Methods 1,DOTS (Directly Observed Therapy)
8,Management > Treatment Adherence,Methods 2,VOTS (Video Observed Therapy)
8,Management > Treatment Adherence,Priority Groups 1,Drug-resistant TB
8,Management > Treatment Adherence,Priority Groups 2,Poor adherence risk
8,Drug Regimens > Standard Therapy > Intensive Phase,Duration,2 months
8,Drug Regimens > Standard Therapy > Intensive Phase,Drugs 1,Rifampicin
8,Drug Regimens > Standard Therapy > Intensive Phase,Drugs 2,Isoniazid + Pyridoxine
8,Drug Regimens > Standard Therapy > Intensive Phase,Drugs 3,Pyrazinamide
8,Drug Regimens > Standard Therapy > Intensive Phase,Drugs 4,Ethambutol
8,Drug Regimens > Standard Therapy > Continuation Phase,Duration,4 months
8,Drug Regimens > Standard Therapy > Continuation Phase,Drugs 1,Rifampicin
8,Drug Regimens > Standard Therapy > Continuation Phase,Drugs 2,Isoniazid + Pyridoxine
8,Drug Regimens > Extended Therapy,Cns Tb,Total 12 months
8,Drug Regimens > Extended Therapy,Bone Or Spinal Tb,9–12 months
8,Drug Regimens > Extended Therapy,Cavitary Tb,9 months total
8,Special Populations > Pregnancy Breastfeeding,Guidance 1,Do not delay TB treatment
8,Special Populations > Pregnancy Breastfeeding,Guidance 2,Standard regimen is safe
8,Special Populations > Pregnancy Breastfeeding,Guidance 3,Breastfeeding encouraged if non-infectious
8,Special Populations > Pregnancy Breastfeeding,Guidance 4,Give pyridoxine to mother and infant
8,Special Populations > Hiv Coinfection,Key Points 1,Start ART early except in CNS TB
8,Special Populations > Hiv Coinfection,Key Points 2,High risk of IRIS
8,Special Populations > Hiv Coinfection,Key Points 3,Delay ART 4–8 weeks in CNS TB
8,Special Populations > Liver Disease,Management 1,Monitor liver enzymes closely
8,Special Populations > Liver Disease,Management 2,Avoid pyrazinamide if severe hepatotoxicity
8,Special Populations > Liver Disease,Management 3,Interrupt treatment if ALT >5x ULN
8,Special Populations > Renal Disease,Management 1,Increase dosing intervals
8,Special Populations > Renal Disease,Management 2,Post-dialysis dosing preferred
8,Special Populations > Renal Disease,Management 3,Therapeutic drug monitoring if needed
8,Adjunctive Therapy > Corticosteroids,Indications 1,CNS TB
8,Adjunctive Therapy > Corticosteroids,Indications 2,Selected pericardial TB cases
8,Adjunctive Therapy > Corticosteroids,Drugs 1,Dexamethasone
8,Adjunctive Therapy > Corticosteroids,Drugs 2,Prednisolone
8,Adjunctive Therapy > Corticosteroids,Duration,4–8 weeks taper
8,General,Chatbot Intents 1,tb_symptom_check
8,General,Chatbot Intents 2,tb_diagnosis_guidance
8,General,Chatbot Intents 3,pulmonary_tb_workup
8,General,Chatbot Intents 4,extrapulmonary_tb_types
8,General,Chatbot Intents 5,tb_treatment_plan
8,General,Chatbot Intents 6,drug_dosing_info
8,General,Chatbot Intents 7,tb_in_pregnancy
8,General,Chatbot Intents 8,tb_hiv_coinfection
8,General,Chatbot Intents 9,tb_side_effects
8,General,Chatbot Intents 10,tb_duration_of_therapy
9,Metadata,Document,National Tuberculosis Guidelines – Tuber09
9,Metadata,Domain,Infectious Diseases
9,Metadata,Condition,Tuberculosis (TB)
9,Metadata,Audience 1,Clinicians
9,Metadata,Audience 2,Students
9,Metadata,Audience 3,Public Health
9,Metadata,Audience 4,Chatbot Users
9,Metadata,Country Context,Ireland
9,Metadata,Year,2024
9,Tb Classification,Types 1,Pulmonary TB
9,Tb Classification,Types 2,Extrapulmonary TB
9,Tb Classification,Types 3,Drug-Sensitive TB
9,Tb Classification,Types 4,Drug-Resistant TB
9,Tb Classification,Types 5,Latent TB Infection (LTBI)
9,Tb Classification > Infectious Status,Infectious,Pulmonary and laryngeal TB
9,Tb Classification > Infectious Status,Non Infectious,Most extrapulmonary TB
9,Diagnostic Workflow > Initial Assessment,Trigger Symptoms 1,Cough > 3 weeks
9,Diagnostic Workflow > Initial Assessment,Trigger Symptoms 2,Hemoptysis
9,Diagnostic Workflow > Initial Assessment,Trigger Symptoms 3,Fever
9,Diagnostic Workflow > Initial Assessment,Trigger Symptoms 4,Night sweats
9,Diagnostic Workflow > Initial Assessment,Trigger Symptoms 5,Weight loss
9,Diagnostic Workflow > Initial Assessment,Trigger Symptoms 6,Fatigue
9,Diagnostic Workflow > Initial Assessment,Risk Factors 1,HIV
9,Diagnostic Workflow > Initial Assessment,Risk Factors 2,Immunosuppression
9,Diagnostic Workflow > Initial Assessment,Risk Factors 3,Previous TB treatment
9,Diagnostic Workflow > Initial Assessment,Risk Factors 4,Close contact with TB patient
9,Diagnostic Workflow > Initial Assessment,Risk Factors 5,Origin from high TB incidence country
9,Diagnostic Workflow,Testing Sequence 1,Chest X-ray
9,Diagnostic Workflow,Testing Sequence 2,GeneXpert MTB/RIF Ultra
9,Diagnostic Workflow,Testing Sequence 3,Sputum microscopy and culture
9,Diagnostic Workflow,Testing Sequence 4,Drug susceptibility testing
9,Diagnostic Workflow,Testing Sequence 5,HIV testing
9,Drug Resistant Tb > Definitions,Rr Tb,Rifampicin-resistant TB
9,Drug Resistant Tb > Definitions,Mdr Tb,Resistance to rifampicin and isoniazid
9,Drug Resistant Tb > Definitions,Xdr Tb,MDR-TB with fluoroquinolone resistance
9,Drug Resistant Tb,When To Suspect 1,Previous TB treatment
9,Drug Resistant Tb,When To Suspect 2,Treatment failure
9,Drug Resistant Tb,When To Suspect 3,Persistent sputum positivity
9,Drug Resistant Tb,When To Suspect 4,Known contact with MDR-TB case
9,Drug Resistant Tb,Diagnostic Tools 1,GeneXpert resistance detection
9,Drug Resistant Tb,Diagnostic Tools 2,Line probe assays
9,Drug Resistant Tb,Diagnostic Tools 3,Phenotypic drug susceptibility testing
9,Treatment Protocols > Drug Sensitive Tb > Standard Regimen > Phase 1,Duration,2 months
9,Treatment Protocols > Drug Sensitive Tb > Standard Regimen > Phase 1,Drugs 1,Rifampicin
9,Treatment Protocols > Drug Sensitive Tb > Standard Regimen > Phase 1,Drugs 2,Isoniazid
9,Treatment Protocols > Drug Sensitive Tb > Standard Regimen > Phase 1,Drugs 3,Pyrazinamide
9,Treatment Protocols > Drug Sensitive Tb > Standard Regimen > Phase 1,Drugs 4,Ethambutol
9,Treatment Protocols > Drug Sensitive Tb > Standard Regimen > Phase 2,Duration,4 months
9,Treatment Protocols > Drug Sensitive Tb > Standard Regimen > Phase 2,Drugs 1,Rifampicin
9,Treatment Protocols > Drug Sensitive Tb > Standard Regimen > Phase 2,Drugs 2,Isoniazid
9,Treatment Protocols > Drug Resistant Tb,Principles 1,Individualized regimen
9,Treatment Protocols > Drug Resistant Tb,Principles 2,Avoid monotherapy
9,Treatment Protocols > Drug Resistant Tb,Principles 3,Use at least 4 effective drugs
9,Treatment Protocols > Drug Resistant Tb,Principles 4,Longer duration (9–20 months)
9,Monitoring And Followup,Clinical 1,Symptom resolution
9,Monitoring And Followup,Clinical 2,Weight gain
9,Monitoring And Followup,Clinical 3,Adherence checks
9,Monitoring And Followup,Laboratory 1,Monthly sputum smear/culture
9,Monitoring And Followup,Laboratory 2,Liver function tests
9,Monitoring And Followup,Laboratory 3,Renal function tests
9,Monitoring And Followup,Imaging 1,Repeat chest X-ray if indicated
9,Adverse Effects,Rifampicin 1,Hepatotoxicity
9,Adverse Effects,Rifampicin 2,Orange discoloration of body fluids
9,Adverse Effects,Rifampicin 3,Drug interactions
9,Adverse Effects,Isoniazid 1,Peripheral neuropathy
9,Adverse Effects,Isoniazid 2,Hepatitis
9,Adverse Effects,Pyrazinamide 1,Hyperuricemia
9,Adverse Effects,Pyrazinamide 2,Hepatotoxicity
9,Adverse Effects,Ethambutol 1,Optic neuritis
9,Adverse Effects,Ethambutol 2,Visual acuity loss
9,Special Populations > Pregnancy,Guidance 1,Do not delay TB treatment
9,Special Populations > Pregnancy,Guidance 2,Avoid streptomycin
9,Special Populations > Pregnancy,Guidance 3,Give pyridoxine supplementation
9,Special Populations > Children,Notes 1,Weight-based dosing
9,Special Populations > Children,Notes 2,Difficulty obtaining sputum
9,Special Populations > Children,Notes 3,Higher risk of disseminated TB
9,Special Populations > Elderly,Considerations 1,Drug interactions
9,Special Populations > Elderly,Considerations 2,Comorbidities
9,Special Populations > Elderly,Considerations 3,Renal function monitoring
9,Infection Control > Isolation,Required For 1,Smear-positive pulmonary TB
9,Infection Control > Isolation,Required For 2,Suspected drug-resistant TB
9,Infection Control,Duration,Until non-infectious status confirmed
9,Public Health Actions,Notification,Mandatory TB notification
9,Public Health Actions,Contact Tracing 1,Household contacts
9,Public Health Actions,Contact Tracing 2,Close workplace contacts
9,Public Health Actions,Screening Tools 1,IGRA
9,Public Health Actions,Screening Tools 2,Tuberculin Skin Test
9,Chatbot Intents,Primary 1,tb_symptom_checker
9,Chatbot Intents,Primary 2,tb_diagnosis_steps
9,Chatbot Intents,Primary 3,tb_treatment_duration
9,Chatbot Intents,Primary 4,tb_drug_side_effects
9,Chatbot Intents,Primary 5,drug_resistant_tb_info
9,Chatbot Intents,Primary 6,tb_in_pregnancy
9,Chatbot Intents,Primary 7,tb_hiv_coinfection
9,Chatbot Intents,Secondary 1,tb_prevention
9,Chatbot Intents,Secondary 2,tb_contact_tracing
9,Chatbot Intents,Secondary 3,tb_followup_schedule
9,Disclaimer,Medical Use,This chatbot does not replace professional medical advice
9,Disclaimer,Emergency,Refer urgently if severe symptoms or neurological signs
10,Kb Meta,Domain,Medical
10,Kb Meta,Topic,Tuberculosis
10,Kb Meta,Guideline Source,National TB Guidelines
10,Kb Meta,Documents Used 1,Tuber08.pdf
10,Kb Meta,Documents Used 2,Tuber09.pdf
10,Kb Meta,Documents Used 3,Tuber10.pdf
10,Kb Meta,Version,Chatbot-KB-v3.0
10,Kb Meta,Last Updated,2026-02-01
10,Core Knowledge > What Is Tb,Definition,"Tuberculosis is an infectious disease caused by Mycobacterium tuberculosis complex, primarily affecting the lungs but capable of involving any organ system."
10,Core Knowledge > What Is Tb,Transmission,Airborne droplets from infectious pulmonary or laryngeal TB cases
10,Core Knowledge > What Is Tb,Infectious Forms 1,Pulmonary TB
10,Core Knowledge > What Is Tb,Infectious Forms 2,Laryngeal TB
10,Core Knowledge > What Is Tb,Non Infectious Forms 1,Extrapulmonary TB without lung involvement
10,Core Knowledge > Tb Types,Pulmonary Tb,TB involving lungs or airways
10,Core Knowledge > Tb Types,Extrapulmonary Tb 1,Pleural TB
10,Core Knowledge > Tb Types,Extrapulmonary Tb 2,Lymph node TB
10,Core Knowledge > Tb Types,Extrapulmonary Tb 3,Bone and joint TB
10,Core Knowledge > Tb Types,Extrapulmonary Tb 4,Spinal TB
10,Core Knowledge > Tb Types,Extrapulmonary Tb 5,CNS TB
10,Core Knowledge > Tb Types,Extrapulmonary Tb 6,Genitourinary TB
10,Core Knowledge > Tb Types,Extrapulmonary Tb 7,Abdominal TB
10,Core Knowledge > Tb Types,Extrapulmonary Tb 8,Skin TB
10,Core Knowledge > Tb Types,Disseminated Tb,TB affecting two or more non-contiguous organ systems
10,Symptom Engine,General Symptoms 1,Fever
10,Symptom Engine,General Symptoms 2,Night sweats
10,Symptom Engine,General Symptoms 3,Weight loss
10,Symptom Engine,General Symptoms 4,Fatigue
10,Symptom Engine,General Symptoms 5,Loss of appetite
10,Symptom Engine,Pulmonary Symptoms 1,Persistent cough > 3 weeks
10,Symptom Engine,Pulmonary Symptoms 2,Hemoptysis
10,Symptom Engine,Pulmonary Symptoms 3,Chest pain
10,Symptom Engine,Pulmonary Symptoms 4,Shortness of breath
10,Symptom Engine > Site Specific Symptoms,Cns Tb 1,Headache
10,Symptom Engine > Site Specific Symptoms,Cns Tb 2,Vomiting
10,Symptom Engine > Site Specific Symptoms,Cns Tb 3,Seizures
10,Symptom Engine > Site Specific Symptoms,Cns Tb 4,Altered consciousness
10,Symptom Engine > Site Specific Symptoms,Spinal Tb 1,Back pain
10,Symptom Engine > Site Specific Symptoms,Spinal Tb 2,Weakness in limbs
10,Symptom Engine > Site Specific Symptoms,Spinal Tb 3,Spinal deformity
10,Symptom Engine > Site Specific Symptoms,Genitourinary Tb 1,Hematuria
10,Symptom Engine > Site Specific Symptoms,Genitourinary Tb 2,Flank pain
10,Symptom Engine > Site Specific Symptoms,Genitourinary Tb 3,Infertility
10,Risk Assessment Engine,Risk Factors 1,Recent TB contact
10,Risk Assessment Engine,Risk Factors 2,HIV infection
10,Risk Assessment Engine,Risk Factors 3,Immunosuppressive therapy
10,Risk Assessment Engine,Risk Factors 4,Diabetes
10,Risk Assessment Engine,Risk Factors 5,Malnutrition
10,Risk Assessment Engine,Risk Factors 6,Smoking
10,Risk Assessment Engine,Risk Factors 7,Alcohol dependence
10,Risk Assessment Engine,High Risk Populations 1,Migrants from high TB burden countries
10,Risk Assessment Engine,High Risk Populations 2,Homeless individuals
10,Risk Assessment Engine,High Risk Populations 3,Prison population
10,Risk Assessment Engine,High Risk Populations 4,Healthcare workers
10,Diagnostic Decision Tree,Initial Steps 1,Assess symptoms
10,Diagnostic Decision Tree,Initial Steps 2,Assess TB risk
10,Diagnostic Decision Tree,Initial Steps 3,Order chest X-ray
10,Diagnostic Decision Tree,Initial Steps 4,Collect microbiological samples
10,Diagnostic Decision Tree > Microbiology,Preferred Tests 1,GeneXpert MTB/RIF Ultra
10,Diagnostic Decision Tree > Microbiology,Preferred Tests 2,AFB smear microscopy
10,Diagnostic Decision Tree > Microbiology,Preferred Tests 3,TB culture
10,Diagnostic Decision Tree > Microbiology,Rules 1,Collect samples before treatment
10,Diagnostic Decision Tree > Microbiology,Rules 2,Negative GeneXpert does not rule out TB
10,Diagnostic Decision Tree > Microbiology,Rules 3,Culture is gold standard
10,Diagnostic Decision Tree > Pulmonary Tb Workflow,Steps 1,Chest X-ray
10,Diagnostic Decision Tree > Pulmonary Tb Workflow,Steps 2,3 sputum samples
10,Diagnostic Decision Tree > Pulmonary Tb Workflow,Steps 3,GeneXpert + culture
10,Diagnostic Decision Tree > Pulmonary Tb Workflow,Steps 4,CT chest if inconclusive
10,Diagnostic Decision Tree > Extrapulmonary Tb Workflow,General Rules 1,Always evaluate lungs
10,Diagnostic Decision Tree > Extrapulmonary Tb Workflow,General Rules 2,Never use formalin for TB samples
10,Diagnostic Decision Tree > Extrapulmonary Tb Workflow > Site Specific,Pleural Tb 1,Pleural fluid analysis
10,Diagnostic Decision Tree > Extrapulmonary Tb Workflow > Site Specific,Pleural Tb 2,ADA testing
10,Diagnostic Decision Tree > Extrapulmonary Tb Workflow > Site Specific,Pleural Tb 3,Pleural biopsy
10,Diagnostic Decision Tree > Extrapulmonary Tb Workflow > Site Specific,Cns Tb 1,MRI brain
10,Diagnostic Decision Tree > Extrapulmonary Tb Workflow > Site Specific,Cns Tb 2,CSF analysis
10,Diagnostic Decision Tree > Extrapulmonary Tb Workflow > Site Specific,Cns Tb 3,Empirical treatment if high suspicion
10,Diagnostic Decision Tree > Extrapulmonary Tb Workflow > Site Specific,Bone Joint Tb 1,MRI preferred
10,Diagnostic Decision Tree > Extrapulmonary Tb Workflow > Site Specific,Bone Joint Tb 2,Biopsy or aspiration
10,Treatment Engine > Standard Regimen > Intensive Phase,Duration,2 months
10,Treatment Engine > Standard Regimen > Intensive Phase,Drugs 1,Rifampicin
10,Treatment Engine > Standard Regimen > Intensive Phase,Drugs 2,Isoniazid
10,Treatment Engine > Standard Regimen > Intensive Phase,Drugs 3,Pyrazinamide
10,Treatment Engine > Standard Regimen > Intensive Phase,Drugs 4,Ethambutol
10,Treatment Engine > Standard Regimen > Intensive Phase,Support 1,Pyridoxine supplementation
10,Treatment Engine > Standard Regimen > Intensive Phase,Support 2,Adherence counseling
10,Treatment Engine > Standard Regimen > Continuation Phase,Duration,4 months
10,Treatment Engine > Standard Regimen > Continuation Phase,Drugs 1,Rifampicin
10,Treatment Engine > Standard Regimen > Continuation Phase,Drugs 2,Isoniazid
10,Treatment Engine > Extended Regimens,Cns Tb,12 months
10,Treatment Engine > Extended Regimens,Spinal Tb,9–12 months
10,Treatment Engine > Extended Regimens,Cavitary Tb,9 months
10,Monitoring And Safety,Baseline Tests 1,Liver function tests
10,Monitoring And Safety,Baseline Tests 2,Renal function tests
10,Monitoring And Safety,Baseline Tests 3,Vision test (Ethambutol)
10,Monitoring And Safety,Baseline Tests 4,HIV test
10,Monitoring And Safety,Hepatotoxicity Rules 1,Stop drugs if ALT >5x ULN
10,Monitoring And Safety,Hepatotoxicity Rules 2,Reintroduce drugs sequentially
10,Special Conditions > Pregnancy,Guidance 1,Do not delay TB treatment
10,Special Conditions > Pregnancy,Guidance 2,Avoid streptomycin
10,Special Conditions > Pregnancy,Guidance 3,Pyridoxine mandatory
10,Special Conditions > Hiv Tb,Rules 1,Start ART early
10,Special Conditions > Hiv Tb,Rules 2,Delay ART in CNS TB
10,Special Conditions > Hiv Tb,Rules 3,Monitor IRIS
10,Special Conditions > Renal Failure,Rules 1,Dose adjustment required
10,Special Conditions > Renal Failure,Rules 2,Post-dialysis dosing
10,Public Health Actions,Notification,All TB cases must be notified to public health authorities
10,Public Health Actions,Contact Tracing 1,Household contacts
10,Public Health Actions,Contact Tracing 2,Close contacts
10,Public Health Actions,Contact Tracing 3,Healthcare exposure
10,Public Health Actions,Infection Control 1,Respiratory isolation
10,Public Health Actions,Infection Control 2,Mask usage
10,Public Health Actions,Infection Control 3,Ventilation
10,Chatbot Intents,User Level 1,Do I have TB?
10,Chatbot Intents,User Level 2,What are TB symptoms?
10,Chatbot Intents,User Level 3,Is TB contagious?
10,Chatbot Intents,User Level 4,How long is TB treatment?
10,Chatbot Intents,Clinical Level 1,TB diagnostic workflow
10,Chatbot Intents,Clinical Level 2,TB drug regimen
10,Chatbot Intents,Clinical Level 3,TB in pregnancy
10,Chatbot Intents,Clinical Level 4,TB with HIV
10,Chatbot Intents,Clinical Level 5,Side effect management
10,Chatbot Intents,System Level 1,TB notification rules
10,Chatbot Intents,System Level 2,Contact tracing guidance
10,Chatbot Intents,System Level 3,Isolation duration
10,Response Modes,Patient Friendly,True
10,Response Modes,Clinical Expert,True
10,Response Modes,Emergency Flagging,True
11,Kb Header,Topic,Tuberculosis (TB)
11,Kb Header,Domain,Healthcare
11,Kb Header,Guidelines,National TB Guidelines
11,Kb Header,Documents Ingested 1,tuber08.pdf
11,Kb Header,Documents Ingested 2,tuber09.pdf
