Record,Section,Field,Value
12,Transmission,Other Routes 4,Laboratory exposure (rare)
12,Transmission,Other Routes 5,Transovarial transmission in mosquitoes
12,Incubation And Phases > Incubation Period Days,Typical,5–7
12,Incubation And Phases > Incubation Period Days,Range,3–14
12,Incubation And Phases > Clinical Phases > Febrile Phase,Duration Days,2–7
12,Incubation And Phases > Clinical Phases > Febrile Phase,Features 1,High fever
12,Incubation And Phases > Clinical Phases > Febrile Phase,Features 2,Headache
12,Incubation And Phases > Clinical Phases > Febrile Phase,Features 3,Retro-orbital pain
12,Incubation And Phases > Clinical Phases > Febrile Phase,Features 4,Muscle and joint pain
12,Incubation And Phases > Clinical Phases > Febrile Phase,Features 5,Nausea
12,Incubation And Phases > Clinical Phases > Febrile Phase,Features 6,Vomiting
12,Incubation And Phases > Clinical Phases > Febrile Phase,Features 7,Rash
12,Incubation And Phases > Clinical Phases > Febrile Phase,Features 8,"Mild bleeding (petechiae, gums, nose)"
12,Incubation And Phases > Clinical Phases > Critical Phase,Timing,24–48 hours after defervescence
12,Incubation And Phases > Clinical Phases > Critical Phase,Hallmark,Plasma leakage
12,Incubation And Phases > Clinical Phases > Critical Phase,Features 1,Severe abdominal pain
12,Incubation And Phases > Clinical Phases > Critical Phase,Features 2,Persistent vomiting
12,Incubation And Phases > Clinical Phases > Critical Phase,Features 3,Clinical fluid accumulation
12,Incubation And Phases > Clinical Phases > Critical Phase,Features 4,Mucosal bleeding
12,Incubation And Phases > Clinical Phases > Critical Phase,Features 5,Lethargy or restlessness
12,Incubation And Phases > Clinical Phases > Critical Phase,Features 6,Rising hematocrit
12,Incubation And Phases > Clinical Phases > Critical Phase,Features 7,Rapid platelet drop
12,Incubation And Phases > Clinical Phases > Critical Phase,Features 8,Shock
12,Incubation And Phases > Clinical Phases > Recovery Phase,Duration Hours,48–72
12,Incubation And Phases > Clinical Phases > Recovery Phase,Features 1,Fluid reabsorption
12,Incubation And Phases > Clinical Phases > Recovery Phase,Features 2,Hemodynamic stabilization
12,Incubation And Phases > Clinical Phases > Recovery Phase,Features 3,"Rising WBC first, platelets later"
12,Incubation And Phases > Clinical Phases > Recovery Phase,Features 4,Convalescent rash (isles of white in sea of red)
12,Incubation And Phases > Clinical Phases > Recovery Phase,Features 5,General improvement
12,Case Definitions > Suspected Case,Criteria 1,Fever >38.5°C for 2–7 days
12,Case Definitions > Suspected Case,Criteria 2,"One or more symptoms: headache, joint pain, muscle pain, retro-orbital pain, nausea, vomiting, swollen glands, rash"
12,Case Definitions > Probable Case,Criteria 1,Meets suspected case definition
12,Case Definitions > Probable Case,Criteria 2,Epidemiological link (entomological index present OR travel/residence in endemic area within 15 days)
12,Case Definitions > Confirmed Case,Criteria 1,RT-PCR positive
12,Case Definitions > Confirmed Case,Criteria 2,NS1 antigen positive
12,Case Definitions > Confirmed Case,Criteria 3,IgM positive (with confirmation due to cross-reactivity)
12,Case Definitions > Not A Case,Criteria 1,RT-PCR negative
12,Case Definitions > Not A Case,Criteria 2,NS1 negative
12,Case Definitions > Not A Case,Criteria 3,IgM negative
12,Case Definitions > Not A Case,Follow Up,Screen 25–100% for other Viral Hemorrhagic Fevers (VHF)
12,Severity Classification > Group A Mild,Label,Dengue without warning signs
12,Severity Classification > Group A Mild,Management,Home care
12,Severity Classification > Group A Mild,Criteria 1,No warning signs
12,Severity Classification > Group A Mild,Criteria 2,Able to tolerate oral fluids
12,Severity Classification > Group A Mild,Criteria 3,Urine output at least once every 6 hours
12,Severity Classification > Group B Moderate,Label,Dengue with warning signs or risk factors
12,Severity Classification > Group B Moderate,Management,In-hospital care
12,Severity Classification > Group B Moderate,Criteria 1,Any warning sign
12,Severity Classification > Group B Moderate,Criteria 2,"Comorbidities (pregnancy, diabetes, renal failure)"
12,Severity Classification > Group B Moderate,Criteria 3,"Social risk factors (living alone, far from hospital)"
12,Severity Classification > Group C Severe,Label,Severe dengue
12,Severity Classification > Group C Severe,Management,Hospitalization / ICU
12,Severity Classification > Group C Severe,Criteria 1,Severe plasma leakage leading to shock
12,Severity Classification > Group C Severe,Criteria 2,Severe bleeding
12,Severity Classification > Group C Severe,Criteria 3,"Severe organ impairment (liver, CNS, heart)"
12,Laboratory Diagnosis > Early Phase Tests > Rt Pcr,Timing Days,≤7 days
12,Laboratory Diagnosis > Early Phase Tests > Rt Pcr,Role,"Gold standard, serotype-specific"
12,Laboratory Diagnosis > Early Phase Tests > Ns1 Antigen,Timing Days,1–5 (up to 12)
12,Laboratory Diagnosis > Early Phase Tests > Ns1 Antigen,Role,Early antigen detection
12,Laboratory Diagnosis > Late Phase Tests > Ig M,Appearance,After day 5
12,Laboratory Diagnosis > Late Phase Tests > Ig M,Duration,Up to 12 weeks
12,Laboratory Diagnosis > Late Phase Tests > Ig G,Role,Past infection or secondary infection
12,Laboratory Diagnosis > Late Phase Tests > Ig G,Note,Single IgG not diagnostic
12,Laboratory Diagnosis,Supportive Labs 1,CBC
12,Laboratory Diagnosis,Supportive Labs 2,Hematocrit
12,Laboratory Diagnosis,Supportive Labs 3,Platelet count
12,Laboratory Diagnosis,Supportive Labs 4,Liver enzymes
12,Treatment And Management,General Principles 1,No antiviral therapy
12,Treatment And Management,General Principles 2,Supportive care only
12,Treatment And Management,General Principles 3,Avoid NSAIDs and aspirin
12,Treatment And Management,Group A Home Care 1,Adequate oral fluids
12,Treatment And Management,Group A Home Care 2,Bed rest
12,Treatment And Management,Group A Home Care 3,Paracetamol (max 4g/day adults)
12,Treatment And Management,Group A Home Care 4,Daily monitoring for warning signs
12,Treatment And Management,Group B Hospital Care 1,IV fluids (Normal saline or Ringer lactate)
12,Treatment And Management,Group B Hospital Care 2,Strict intake/output monitoring
12,Treatment And Management,Group B Hospital Care 3,Frequent hematocrit and platelet checks
12,Treatment And Management,Group C Severe Management 1,Rapid fluid resuscitation
12,Treatment And Management,Group C Severe Management 2,Management of shock
12,Treatment And Management,Group C Severe Management 3,Blood transfusion if severe bleeding
12,Treatment And Management,Group C Severe Management 4,ICU monitoring
12,Recovery And Discharge,Recovery Criteria 1,Stable vitals
12,Recovery And Discharge,Recovery Criteria 2,Normal temperature
12,Recovery And Discharge,Recovery Criteria 3,No bleeding
12,Recovery And Discharge,Recovery Criteria 4,Good urine output
12,Recovery And Discharge,Recovery Criteria 5,Stable hematocrit
12,Recovery And Discharge,Recovery Criteria 6,Improving rash or itching
12,Recovery And Discharge,Discharge Criteria 1,Afebrile for ≥24 hours
12,Recovery And Discharge,Discharge Criteria 2,Clinical improvement
12,Recovery And Discharge,Discharge Criteria 3,"Platelet count >50,000/mm³"
12,Recovery And Discharge,Discharge Criteria 4,No respiratory distress
12,Recovery And Discharge,Discharge Criteria 5,2–3 days after shock recovery
12,Vaccination > Dengvaxia,Type,Live attenuated (CYD-TDV)
12,Vaccination > Dengvaxia,Eligible,Seropositive individuals aged 9–45 years
12,Vaccination > Dengvaxia,Risk,Severe dengue in seronegative individuals
12,Vaccination,Ksa Status,Not approved in KSA
12,Vaccination,Future Candidates,Multiple vaccines under evaluation
12,Surveillance And Reporting,System,HESN Plus (Health Electronic Surveillance Network)
12,Surveillance And Reporting,Notification Importance 1,Early outbreak prevention
12,Surveillance And Reporting,Notification Importance 2,Rapid response
12,Surveillance And Reporting,Notification Importance 3,Early treatment
12,Surveillance And Reporting,Reporting Entities 1,Primary Health Centers
12,Surveillance And Reporting,Reporting Entities 2,Hospitals
12,Surveillance And Reporting,Reporting Entities 3,Private clinics
12,Surveillance And Reporting,Reporting Entities 4,Laboratories
12,Surveillance And Reporting > Vhf Screening,Conditions 1,Chikungunya
12,Surveillance And Reporting > Vhf Screening,Conditions 2,Yellow fever
12,Surveillance And Reporting > Vhf Screening,Conditions 3,West Nile
12,Surveillance And Reporting > Vhf Screening,Conditions 4,Zika
12,Surveillance And Reporting > Vhf Screening,Conditions 5,Alkhurma
12,Surveillance And Reporting > Vhf Screening,Conditions 6,Rift Valley Fever
12,Surveillance And Reporting > Vhf Screening,Conditions 7,Crimean-Congo
12,Surveillance And Reporting > Vhf Screening,Conditions 8,Ebola/Marburg
12,Prevention And Control,Vector Control 1,Eliminate stagnant water
12,Prevention And Control,Vector Control 2,Cover and clean water containers weekly
12,Prevention And Control,Vector Control 3,Proper waste disposal
12,Prevention And Control,Vector Control 4,Larvicides and insecticides
12,Prevention And Control,Personal Protection 1,Repellents
12,Prevention And Control,Personal Protection 2,Window screens
12,Prevention And Control,Personal Protection 3,Protective clothing
12,Prevention And Control,Personal Protection 4,Daytime mosquito avoidance
12,Prevention And Control,Community Actions 1,Health education
12,Prevention And Control,Community Actions 2,Community engagement
12,Prevention And Control,Community Actions 3,Active mosquito surveillance
12,General,Core Chatbot Rules 1,Warning signs often appear after fever subsides
12,General,Core Chatbot Rules 2,Rising hematocrit with falling platelets = danger
12,General,Core Chatbot Rules 3,Avoid aspirin and NSAIDs
12,General,Core Chatbot Rules 4,Early reporting prevents outbreaks
12,General,Core Chatbot Rules 5,Vector control is the primary prevention
13,Metadata,Document Title,Dengue fever
13,Metadata,Document Type,Comprehensive medical review
13,Metadata,Language,English
13,Metadata,Scope 1,Clinical features
13,Metadata,Scope 2,Diagnosis
13,Metadata,Scope 3,Treatment
13,Metadata,Scope 4,Epidemiology
13,Metadata,Scope 5,Prevention
13,Metadata,Scope 6,Vaccines
13,Metadata,Scope 7,Public health impact
13,Metadata,Last Updated Context,Includes data up to 2024–2025
13,Disease Identity,Name,Dengue fever
13,Disease Identity,Category,Mosquito-borne viral disease
13,Disease Identity,Family,Flaviviridae
13,Disease Identity,Genus,Flavivirus
13,Disease Identity,Neglected Tropical Disease,True
13,Virology,Virus Name,Dengue virus (DENV)
13,Virology > Genome,Type,Positive-sense single-stranded RNA
13,Virology > Genome,Length Nucleotides,"~11,000"
13,Virology > Genome,Structure,Single open reading frame
13,Virology > Proteins,Structural 1,Capsid (C)
13,Virology > Proteins,Structural 2,pre-Membrane (prM)
13,Virology > Proteins,Structural 3,Envelope (E)
13,Virology > Proteins,Non Structural 1,NS1
13,Virology > Proteins,Non Structural 2,NS2A
13,Virology > Proteins,Non Structural 3,NS2B
13,Virology > Proteins,Non Structural 4,NS3
13,Virology > Proteins,Non Structural 5,NS4A
13,Virology > Proteins,Non Structural 6,NS4B
13,Virology > Proteins,Non Structural 7,NS5
13,Virology,Serotypes 1,DENV-1
13,Virology,Serotypes 2,DENV-2
13,Virology,Serotypes 3,DENV-3
13,Virology,Serotypes 4,DENV-4
13,Virology > Immunity Profile,Primary Infection,Lifelong immunity to the same serotype
13,Virology > Immunity Profile,Secondary Infection,Short-term cross-immunity only
13,Virology > Immunity Profile,Risk Mechanism,Antibody-dependent enhancement (ADE)
13,Transmission,Primary Vector,Female Aedes mosquitoes
13,Transmission,Main Species 1,Aedes aegypti
13,Transmission,Other Vectors 1,Aedes albopictus
13,Transmission,Other Vectors 2,Aedes polynesiensis
13,Transmission,Other Vectors 3,Aedes scutellaris
13,Transmission,Biting Pattern 1,Daytime biting
13,Transmission,Biting Pattern 2,Peak at dawn and dusk
13,Transmission,Additional Transmission Routes 1,Blood transfusion
13,Transmission,Additional Transmission Routes 2,Organ transplantation
13,Transmission,Additional Transmission Routes 3,Vertical transmission (mother to child)
13,Transmission,Human To Human,Not transmitted by casual contact
13,Incubation And Course > Incubation Period Days,Range,3–14
13,Incubation And Course > Incubation Period Days,Most Common,4–7
13,Incubation And Course,Overall Duration Days,2–7 (longer with complications)
13,Clinical Phases > Febrile Phase,Duration Days,2–7
13,Clinical Phases > Febrile Phase,Features 1,High fever (40–41°C)
13,Clinical Phases > Febrile Phase,Features 2,Severe headache
13,Clinical Phases > Febrile Phase,Features 3,Retro-orbital pain
13,Clinical Phases > Febrile Phase,Features 4,Muscle and joint pain
13,Clinical Phases > Febrile Phase,Features 5,Nausea and vomiting
13,Clinical Phases > Febrile Phase,Features 6,Skin rash
13,Clinical Phases > Febrile Phase,Features 7,"Mild bleeding (nose, gums)"
13,Clinical Phases > Critical Phase,Timing,After fever subsides
13,Clinical Phases > Critical Phase,Hallmark,Plasma leakage
13,Clinical Phases > Critical Phase,Warning Signs 1,Severe abdominal pain
13,Clinical Phases > Critical Phase,Warning Signs 2,Persistent vomiting
13,Clinical Phases > Critical Phase,Warning Signs 3,Rapid breathing
13,Clinical Phases > Critical Phase,Warning Signs 4,Bleeding
13,Clinical Phases > Critical Phase,Warning Signs 5,Lethargy or restlessness
13,Clinical Phases > Critical Phase,Warning Signs 6,Rising hematocrit
13,Clinical Phases > Critical Phase,Warning Signs 7,Falling platelets
13,Clinical Phases > Critical Phase,Risks 1,Shock
13,Clinical Phases > Critical Phase,Risks 2,Internal bleeding
13,Clinical Phases > Critical Phase,Risks 3,Organ failure
13,Clinical Phases > Recovery Phase,Duration Days,2–3
13,Clinical Phases > Recovery Phase,Features 1,Fluid reabsorption
13,Clinical Phases > Recovery Phase,Features 2,Improved appetite
13,Clinical Phases > Recovery Phase,Features 3,Severe itching
13,Clinical Phases > Recovery Phase,Features 4,Slow heart rate (bradycardia)
13,Clinical Phases > Recovery Phase,Features 5,Gradual platelet recovery
13,Severity Classification > Uncomplicated Dengue,Percentage,~80%
13,Severity Classification > Uncomplicated Dengue,Outcome,Self-limiting
13,Severity Classification > Severe Dengue,Percentage,~5%
13,Severity Classification > Severe Dengue,Criteria 1,Severe plasma leakage
13,Severity Classification > Severe Dengue,Criteria 2,Severe bleeding
13,Severity Classification > Severe Dengue,Criteria 3,Severe organ dysfunction
13,Severity Classification > Severe Dengue,Medical Emergency,True
13,Complications,Hematological 1,Severe thrombocytopenia
13,Complications,Hematological 2,Internal bleeding
13,Complications > Organ Related,Liver 1,Acute liver failure
13,Complications > Organ Related,Kidney 1,Acute kidney injury
13,Complications > Organ Related,Heart 1,Myocarditis
13,Complications > Organ Related,Neurological 1,Encephalopathy
13,Complications > Organ Related,Neurological 2,Seizures
13,Complications > Organ Related,Neurological 3,Cognitive impairment
13,Complications > Special Populations,Pregnancy 1,Miscarriage
13,Complications > Special Populations,Pregnancy 2,Preterm birth
13,Complications > Special Populations,Pregnancy 3,Low birth weight
13,Complications > Special Populations,Children,Higher severity risk
13,Complications > Special Populations,Elderly,Higher mortality risk
13,Pathophysiology,Initial Infection 1,Virus enters skin via mosquito saliva
13,Pathophysiology,Initial Infection 2,Infects keratinocytes and Langerhans cells
13,Pathophysiology,Systemic Spread 1,Lymph node replication
13,Pathophysiology,Systemic Spread 2,Viremia
13,Pathophysiology,Systemic Spread 3,Cytokine storm
13,Pathophysiology,Severe Disease Mechanism 1,Capillary leakage
13,Pathophysiology,Severe Disease Mechanism 2,Bone marrow suppression
13,Pathophysiology,Severe Disease Mechanism 3,Reduced platelet production
13,Pathophysiology,Severe Disease Mechanism 4,Hypovolemic shock
13,Diagnosis,Early Phase Tests 1,RT-PCR
13,Diagnosis,Early Phase Tests 2,NS1 antigen ELISA
13,Diagnosis,Late Phase Tests 1,IgM ELISA
13,Diagnosis,Late Phase Tests 2,IgG serology
13,Diagnosis,Most Reliable,Nucleic acid amplification tests
13,Diagnosis,Differential Diagnosis 1,Malaria
13,Diagnosis,Differential Diagnosis 2,Influenza
13,Diagnosis,Differential Diagnosis 3,Chikungunya
13,Diagnosis,Differential Diagnosis 4,Zika
13,Diagnosis,Differential Diagnosis 5,Measles
13,Diagnosis,Differential Diagnosis 6,Leptospirosis
13,Treatment,Specific Antiviral,None available
13,Treatment,Management,Supportive care
13,Treatment,Mild Cases 1,Rest
13,Treatment,Mild Cases 2,Oral fluids
13,Treatment,Mild Cases 3,Paracetamol
13,Treatment,Severe Cases 1,Hospitalization
13,Treatment,Severe Cases 2,Intravenous fluids
13,Treatment,Severe Cases 3,Blood or platelet transfusion
13,Treatment,Severe Cases 4,Intensive care monitoring
13,Treatment,Medications To Avoid 1,Aspirin
13,Treatment,Medications To Avoid 2,Ibuprofen
13,Treatment,Medications To Avoid 3,NSAIDs
13,Prognosis,Mild Cases,Full recovery expected
13,Prognosis,Severe Cases With Treatment,<1% mortality
13,Prognosis,Severe Cases Without Treatment,Up to 26% mortality
13,Prognosis,Long Term Effects 1,Fatigue
13,Prognosis,Long Term Effects 2,Memory and concentration problems
13,Epidemiology,Endemic Countries,>100
13,Epidemiology,Global Population At Risk,≈3.9 billion
13,Epidemiology,Annual Infections Estimated,≈390 million
13,Epidemiology,Annual Deaths Estimated,"≈25,000"
13,Epidemiology,High Burden Regions 1,Southeast Asia
13,Epidemiology,High Burden Regions 2,Western Pacific
13,Epidemiology,High Burden Regions 3,Americas
13,Epidemiology,Urban Association,True
13,Epidemiology,Climate Change Impact 1,Expanded mosquito range
13,Epidemiology,Climate Change Impact 2,Longer transmission seasons
13,Prevention,Mosquito Control 1,Eliminate standing water
13,Prevention,Mosquito Control 2,Environmental sanitation
13,Prevention,Mosquito Control 3,Community-based vector control
13,Prevention,Personal Protection 1,Protective clothing
13,Prevention,Personal Protection 2,Mosquito nets
13,Prevention,Personal Protection 3,DEET-based repellents
13,Prevention,Personal Protection 4,Permethrin-treated clothing
13,Prevention,Household Measures 1,Window and door screens
13,Prevention,Household Measures 2,Air conditioning
13,Prevention,Household Measures 3,Regular container cleaning
13,Vaccination > Available Vaccines > Dengvaxia,Type,Live attenuated
13,Vaccination > Available Vaccines > Dengvaxia,Eligibility,Previously infected individuals only
13,Vaccination > Available Vaccines > Dengvaxia,Dosing,3 doses at 6-month intervals
13,Vaccination > Available Vaccines > Dengvaxia,Note,Manufacturing to cease by 2026
13,Vaccination > Available Vaccines > Qdenga,Type,Live attenuated tetravalent
13,Vaccination > Available Vaccines > Qdenga,Eligibility,Age ≥4 years
13,Vaccination > Available Vaccines > Qdenga,Dosing,"2 doses, 3 months apart"
13,Vaccination > Available Vaccines > Qdenga,Prior Infection Required,False
13,Public Health,Surveillance Importance,True
13,Public Health,Blood Donation Restriction Months,6
13,Public Health,Economic Burden Usd,≈8.9 billion annually
13,Public Health,Awareness Days 1,International Anti-Dengue Day – 15 June
13,Public Health,Awareness Days 2,National Dengue Day (India) – 16 May
13,General,Core Chatbot Rules 1,Warning signs often appear after fever subsides
13,General,Core Chatbot Rules 2,Avoid aspirin and NSAIDs
13,General,Core Chatbot Rules 3,Second dengue infection is more dangerous
13,General,Core Chatbot Rules 4,Early fluid management saves lives
13,General,Core Chatbot Rules 5,Vector control is the main preventive strategy
14,Metadata,Title,Dengue in Children
14,Metadata,Guideline Type,Standard Treatment Guidelines
14,Metadata,Issuing Body,Indian Academy of Pediatrics (IAP)
14,Metadata,Year,2022
14,Metadata,Country,India
14,Metadata,Target Population,Children
14,Metadata,Document Scope 1,Case definitions
14,Metadata,Document Scope 2,Clinical staging
14,Metadata,Document Scope 3,Diagnosis
14,Metadata,Document Scope 4,Fluid management
14,Metadata,Document Scope 5,Shock management
14,Metadata,Document Scope 6,Discharge criteria
14,Epidemiology In Children,Importance,One of the most common causes of undifferentiated tropical fever in hospitalized children in India
14,Epidemiology In Children > Icu Data,Multicenter Study,34 ICUs across India
14,Epidemiology In Children > Icu Data,Dengue Contribution Percent,23
14,Epidemiology In Children > Mortality Risk,Children Under 15,4 times higher risk of death compared to adults
14,Epidemiology In Children > Mortality Risk > Case Fatality Trend,1996,3.3%
14,Epidemiology In Children > Mortality Risk > Case Fatality Trend,2010,0.4%
14,Epidemiology In Children > Mortality Risk > Case Fatality Trend,Reason For Decline,Early diagnosis and improved clinical management
14,Virology,Virus,Dengue virus (DENV)
14,Virology,Family,Flaviviridae
14,Virology,Serotypes 1,DENV-1
14,Virology,Serotypes 2,DENV-2
14,Virology,Serotypes 3,DENV-3
14,Virology,Serotypes 4,DENV-4
14,Case Definitions > Probable Dengue,Criteria 1,Acute febrile illness (2–7 days)
14,Case Definitions > Probable Dengue,Criteria 2,"At least two of: headache, retro-orbital pain, myalgia, arthralgia, rash, hemorrhagic manifestations"
14,Case Definitions > Probable Dengue,Criteria 3,OR positive non-ELISA NS1 / IgM test during outbreak
14,Case Definitions > Confirmed Dengue,Laboratory Criteria 1,Virus isolation
14,Case Definitions > Confirmed Dengue,Laboratory Criteria 2,IgM antibody positive by ELISA
14,Case Definitions > Confirmed Dengue,Laboratory Criteria 3,NS1 antigen positive by ELISA
14,Case Definitions > Confirmed Dengue,Laboratory Criteria 4,IgG seroconversion with fourfold rise
14,Case Definitions > Confirmed Dengue,Laboratory Criteria 5,PCR positive for dengue RNA
14,Case Definitions > Dengue With Warning Signs,Clinical 1,Abdominal pain or tenderness
14,Case Definitions > Dengue With Warning Signs,Clinical 2,Persistent vomiting
14,Case Definitions > Dengue With Warning Signs,Clinical 3,Clinical fluid accumulation
14,Case Definitions > Dengue With Warning Signs,Clinical 4,Mucosal bleeding
14,Case Definitions > Dengue With Warning Signs,Clinical 5,Lethargy or restlessness
14,Case Definitions > Dengue With Warning Signs,Clinical 6,Liver enlargement >2 cm
14,Case Definitions > Dengue With Warning Signs,Laboratory 1,Rising hematocrit with rapid platelet fall
14,Case Definitions > Severe Dengue,Plasma Leakage 1,Shock (DSS)
14,Case Definitions > Severe Dengue,Plasma Leakage 2,Fluid accumulation with respiratory distress
14,Case Definitions > Severe Dengue,Severe Bleeding,As assessed clinically
14,Case Definitions > Severe Dengue,Severe Organ Involvement 1,Liver: AST or ALT ≥1000 IU
14,Case Definitions > Severe Dengue,Severe Organ Involvement 2,CNS: impaired consciousness or seizures
14,Case Definitions > Severe Dengue,Severe Organ Involvement 3,Cardiac involvement
14,Case Definitions > Severe Dengue,Severe Organ Involvement 4,Other organ dysfunction
14,Natural History In Children > Phase 1 Febrile,Duration Days,2–5
14,Natural History In Children > Phase 1 Febrile,Features 1,Continuous or biphasic fever
14,Natural History In Children > Phase 1 Febrile,Features 2,Child usually febrile throughout
14,Natural History In Children > Phase 2 Critical,Onset Days,Day 3–4 of illness
14,Natural History In Children > Phase 2 Critical,Key Events 1,Plasma leakage
14,Natural History In Children > Phase 2 Critical,Key Events 2,Hemoconcentration
14,Natural History In Children > Phase 2 Critical,Key Events 3,Hypotensive or compensated shock
14,Natural History In Children > Phase 2 Critical,Key Events 4,Progressive organ dysfunction
14,Natural History In Children > Phase 3 Convalescent,Onset,After day 6–7
14,Natural History In Children > Phase 3 Convalescent,Duration Days,2–3
14,Natural History In Children > Phase 3 Convalescent,Features 1,Reabsorption of extravascular fluid
14,Natural History In Children > Phase 3 Convalescent,Features 2,Clinical improvement
14,Diagnostic Approach > Ns1 Antigen,Appearance,At symptom onset
14,Diagnostic Approach > Ns1 Antigen,Trend,Declines over next few days
14,Diagnostic Approach > Ns1 Antigen,Preferred Test,ELISA (higher sensitivity than rapid tests)
14,Diagnostic Approach > Igm Antibody,Appearance,After day 5
14,Diagnostic Approach > Igm Antibody > Positivity,Day 10,≈70%
14,Diagnostic Approach > Igm Antibody > Positivity,Day 14,≈100%
14,Diagnostic Approach > Igm Antibody,Limitation,Can remain positive up to 1 year
14,Diagnostic Approach > Igg Antibody,Primary Infection,Appears after 1–2 weeks and persists for life
14,Diagnostic Approach > Igg Antibody,Secondary Infection,Appears early within first few days
14,Diagnostic Approach > Molecular Tests,Types 1,Standalone dengue PCR
14,Diagnostic Approach > Molecular Tests,Types 2,Tropical fever multiplex PCR
14,Diagnostic Approach > Molecular Tests,Use Case,Early infection
14,Diagnostic Approach > Molecular Tests,Note,Not superior to NS1 + IgM + IgG combination
14,Diagnostic Approach,Best Diagnostic Strategy,Simultaneous NS1 + IgM + IgG testing at presentation
14,Severity Based Management > Group A Outpatient,Criteria 1,No warning signs
14,Severity Based Management > Group A Outpatient,Criteria 2,Stable vitals
14,Severity Based Management > Group A Outpatient,Criteria 3,Adequate oral intake
14,Severity Based Management > Group A Outpatient,Management 1,Paracetamol for fever
14,Severity Based Management > Group A Outpatient,Management 2,Monitor hydration
14,Severity Based Management > Group A Outpatient,Management 3,Watch for warning signs
14,Severity Based Management > Group A Outpatient,Management 4,Monitor for fever defervescence
14,Severity Based Management > Group A Outpatient,Management 5,CBC when clinically indicated
14,Severity Based Management > Group B Inpatient,Criteria 1,Any warning sign present
14,Severity Based Management > Group B Inpatient,Criteria 2,High-risk comorbid conditions
14,Severity Based Management > Group B Inpatient,Monitoring 1,Strict fluid intake/output
14,Severity Based Management > Group B Inpatient,Monitoring 2,Vital signs every 4 hours or more
14,Severity Based Management > Group B Inpatient,Monitoring 3,Serial hematocrit and platelet counts
14,Severity Based Management > Group C Severe Or Shock,Criteria 1,Hypotensive or compensated shock
14,Severity Based Management > Group C Severe Or Shock,Criteria 2,Severe plasma leakage
14,Severity Based Management > Group C Severe Or Shock,Criteria 3,Severe bleeding
14,Severity Based Management > Group C Severe Or Shock,Criteria 4,Severe organ dysfunction
14,Severity Based Management > Group C Severe Or Shock,Care Setting,Pediatric Intensive Care Unit (PICU)
14,Laboratory Monitoring In Hospital > Hematocrit,Significance,Marker of capillary leak
14,Laboratory Monitoring In Hospital > Hematocrit,Critical Value,≥20% rise from baseline
14,Laboratory Monitoring In Hospital > Platelets,Trend,Rapid fall during critical phase
14,Laboratory Monitoring In Hospital > Platelets,Recovery Marker,Rising count indicates improvement
14,Laboratory Monitoring In Hospital > Wbc,Pattern,Leukopenia with atypical lymphocytes
14,Laboratory Monitoring In Hospital > Wbc,Recovery Marker,Rise precedes platelet recovery
14,Laboratory Monitoring In Hospital > Liver Function,Pattern,AST > ALT
14,Laboratory Monitoring In Hospital > Liver Function,Severe Disease,"Very high transaminases, low albumin"
14,Laboratory Monitoring In Hospital > Coagulation,Findings 1,Low fibrinogen
14,Laboratory Monitoring In Hospital > Coagulation,Findings 2,Prolonged PT / PTT
14,Laboratory Monitoring In Hospital > Ferritin,Finding,Markedly elevated in severe dengue and HLH
14,Laboratory Monitoring In Hospital > Renal,Findings 1,Elevated creatinine
14,Laboratory Monitoring In Hospital > Renal,Findings 2,Proteinuria
14,Laboratory Monitoring In Hospital > Renal,Findings 3,Hyponatremia
14,Fluid Management Principles,Core Rule,Avoid fluid overload
14,Fluid Management Principles,Risk,Capillary leak leads to fluid creep and respiratory worsening
14,Fluid Management Principles > Fluids,Crystalloids 1,Normal saline
14,Fluid Management Principles > Fluids,Crystalloids 2,Ringer lactate
14,Fluid Management Principles > Fluids,Colloids 1,Dextran 40
14,Fluid Management Principles > Fluids,Colloids 2,Polygeline
14,Fluid Management Principles > Shock Resuscitation,Initial Bolus,10–20 mL/kg over 30 minutes
14,Fluid Management Principles > Shock Resuscitation,Assessment 1,Hematocrit
14,Fluid Management Principles > Shock Resuscitation,Assessment 2,Pulse pressure
14,Fluid Management Principles > Shock Resuscitation,Assessment 3,Urine output
14,General,Indications For Picu 1,Severe plasma leakage with hypoperfusion
14,General,Indications For Picu 2,Fluid accumulation with respiratory distress
14,General,Indications For Picu 3,Severe bleeding
14,General,Indications For Picu 4,Myocardial dysfunction
14,General,Indications For Picu 5,Acute kidney injury
14,General,Indications For Picu 6,CNS dysfunction
14,General,Indications For Picu 7,ALT or AST >1000 IU
14,General,Indications For Picu 8,Dengue-associated HLH
14,Discharge Criteria,Mandatory 1,Afebrile ≥24 hours without antipyretics
14,Discharge Criteria,Mandatory 2,Improving appetite and general condition
14,Discharge Criteria,Mandatory 3,Stable hematocrit or baseline value
14,Discharge Criteria,Mandatory 4,No pleural effusion or ascites
14,Discharge Criteria,Mandatory 5,Normal organ function tests
14,Discharge Criteria,Mandatory 6,"Platelet count >50,000/mm³"
14,Discharge Criteria,Mandatory 7,No complications
14,General,Key Pediatric Chatbot Rules 1,Critical phase often begins when fever subsides
14,General,Key Pediatric Chatbot Rules 2,Rising hematocrit with falling platelets is an emergency
14,General,Key Pediatric Chatbot Rules 3,Children deteriorate rapidly—continuous monitoring is essential
14,General,Key Pediatric Chatbot Rules 4,Avoid fluid overload at all costs
