Record,Section,Field,Value
7,Diagnosis > Laboratory Confirmation > Blood Culture,Sensitivity,40–70%
7,Diagnosis > Laboratory Confirmation > Blood Culture,Best Time,First week of illness
7,Diagnosis > Laboratory Confirmation > Bone Marrow Culture,Sensitivity,>80%
7,Diagnosis > Laboratory Confirmation > Bone Marrow Culture,Use Case,Prior antibiotic exposure
7,Diagnosis > Laboratory Confirmation,Stool Culture,Carrier detection
7,Diagnosis > Laboratory Confirmation,Urine Culture,Chronic urinary carriage
7,Diagnosis > Serology > Widal Test,Role,Supportive only
7,Diagnosis > Serology > Widal Test,Limitations 1,Low specificity
7,Diagnosis > Serology > Widal Test,Limitations 2,Cross-reactivity
7,Diagnosis > Serology > Widal Test,Limitations 3,Baseline titers in endemic regions
7,Diagnosis > Molecular Tests,Pcr,"Limited availability, research use"
7,Treatment,Principles 1,Early antibiotic therapy
7,Treatment,Principles 2,Do not delay treatment awaiting culture results
7,Treatment,Principles 3,"Supportive care (hydration, nutrition, antipyretics)"
7,Treatment > Recommended Antibiotics,Uncomplicated 1,Azithromycin
7,Treatment > Recommended Antibiotics,Uncomplicated 2,Cefixime
7,Treatment > Recommended Antibiotics,Severe Or Hospitalized 1,Ceftriaxone
7,Treatment > Recommended Antibiotics,Severe Or Hospitalized 2,Cefotaxime
7,Treatment > Recommended Antibiotics,Extensively Drug Resistant 1,Azithromycin
7,Treatment > Recommended Antibiotics,Extensively Drug Resistant 2,Meropenem
7,Treatment > Treatment Duration,Standard,10–14 days
7,Treatment > Treatment Duration,Azithromycin,7 days
7,Treatment > Steroids,Indication 1,Shock
7,Treatment > Steroids,Indication 2,Severe encephalopathy
7,Treatment > Steroids,Drug,Dexamethasone
7,Antimicrobial Resistance,Mdr,"Resistance to ampicillin, chloramphenicol, TMP-SMX"
7,Antimicrobial Resistance,Fluoroquinolone Resistance,Common in Asia
7,Antimicrobial Resistance,Xdr,Resistance to first-line + fluoroquinolones + cephalosporins
7,Antimicrobial Resistance,Emerging Threats 1,Ceftriaxone resistance
7,Antimicrobial Resistance,Emerging Threats 2,Azithromycin resistance
7,Prevention,Water And Sanitation 1,Safe drinking water
7,Prevention,Water And Sanitation 2,Improved sanitation
7,Prevention,Water And Sanitation 3,Proper sewage disposal
7,Prevention,Food Safety 1,Hand hygiene
7,Prevention,Food Safety 2,Safe food preparation
7,Prevention,Food Safety 3,Food handler screening
7,Prevention > Vaccination,Available Vaccines 1,Typhoid conjugate vaccine (TCV)
7,Prevention > Vaccination,Available Vaccines 2,Vi polysaccharide vaccine
7,Prevention > Vaccination,Available Vaccines 3,Ty21a oral vaccine
7,Prevention > Vaccination,Who Recommendations 1,Routine use in endemic regions
7,Prevention > Vaccination,Who Recommendations 2,Outbreak control
7,Prevention > Vaccination,Who Recommendations 3,Travelers to endemic areas
7,Public Health,Notifiable Disease,True
7,Public Health,Control Measures 1,Case reporting
7,Public Health,Control Measures 2,Outbreak investigation
7,Public Health,Control Measures 3,Carrier identification
7,Public Health,Control Measures 4,Vaccination campaigns
7,Chatbot Support,Supported Intents 1,What is typhoid fever?
7,Chatbot Support,Supported Intents 2,How does typhoid spread?
7,Chatbot Support,Supported Intents 3,Symptoms of typhoid
7,Chatbot Support,Supported Intents 4,Diagnosis methods
7,Chatbot Support,Supported Intents 5,Treatment options
7,Chatbot Support,Supported Intents 6,Drug resistance
7,Chatbot Support,Supported Intents 7,Complications
7,Chatbot Support,Supported Intents 8,Carrier state
7,Chatbot Support,Supported Intents 9,Vaccination information
7,Chatbot Support,Supported Intents 10,Prevention tips
7,Chatbot Support,Supported Intents 11,Public health reporting
7,Chatbot Support,Conversation Style 1,Educational
7,Chatbot Support,Conversation Style 2,Student-friendly
7,Chatbot Support,Conversation Style 3,Public-health focused
8,Document,Title,Complications and mortality of typhoid fever: A global systematic review and meta-analysis
8,Document,Authors 1,Christian S. Marchello
8,Document,Authors 2,Megan Birkhold
8,Document,Authors 3,John A. Crump
8,Document,Journal,Journal of Infection 81 (2020) 902-910
8,Document,Doi,10.1016/j.jinf.2020.10.030
8,Key Stats,Total Studies,113
8,Key Stats,Confirmed Cases,10335
8,Key Stats,Complications Rate,26.3%
8,Key Stats,Global Cfr,2.0% (95% CI 1.4-2.8%)
8,Key Stats,Tip Cfr Median,15.5%
8,Cfr By Region,Asia,0.9%
8,Cfr By Region,Africa,5.4%
8,Cfr By Region,Oceania,7.2%
8,Cfr By Region,Americas,6.7%
8,Top Complications 1,Name,Delirium
8,Top Complications 1,Prevalence,26.6%
8,Top Complications 2,Name,Anemia
8,Top Complications 2,Prevalence,21.4%
8,Top Complications 3,Name,Encephalopathy
8,Top Complications 3,Prevalence,3.6%
8,Top Complications 4,Name,Gastrointestinal hemorrhage
8,Top Complications 4,Prevalence,3.1%
8,Top Complications 5,Name,TIP
8,Top Complications 5,Prevalence,1.3%
8,Chatbot Faq 1,Question,What is the case fatality ratio of typhoid fever?
8,Chatbot Faq 1,Answer,Global pooled CFR is 2.0% (95% CI 1.4-2.8%) for confirmed cases; higher in Africa (5.4%) than Asia (0.9%).[file:1]
8,Chatbot Faq 2,Question,What are the most common complications of typhoid fever?
8,Chatbot Faq 2,Answer,"Delirium (26.6%), anemia (21.4%), encephalopathy (3.6%), and TIP (1.3%). 26.3% of confirmed cases had complications.[file:1]"
8,Chatbot Faq 3,Question,How does typhoid CFR differ by region?
8,Chatbot Faq 3,Answer,"Asia: 0.9%, Africa: 5.4%, with TIP CFR median 15.5% overall (20% Africa).[file:1]"
8,Chatbot Faq 4,Question,What factors increase typhoid mortality?
8,Chatbot Faq 4,Answer,Delays in care correlate with higher CFR (r=0.84 in Asia); hospital-based studies show higher rates than community.[file:1]
8,Chatbot Faq 5,Question,Recommendations from the study?
8,Chatbot Faq 5,Answer,"Emphasizes typhoid conjugate vaccine (TCV) to prevent complications and deaths, alongside sanitation improvements.[file:1]"
8,General,Full Text Snippet,Objectives: Updated estimates of the prevalence of complications and CFR... [truncated; use for RAG].
9,Disease,Name,Typhoid Fever
9,Disease,Alternate Names 1,Enteric Fever
9,Disease > Causative Agent,Organism,Salmonella enterica
9,Disease > Causative Agent,Serovars 1,Typhi
9,Disease > Causative Agent,Serovars 2,Paratyphi A
9,Disease > Causative Agent,Serovars 3,Paratyphi B
9,Disease > Causative Agent,Serovars 4,Paratyphi C
9,Disease > Causative Agent,Type,Gram-negative bacillus
9,Disease > Causative Agent,Family,Enterobacteriaceae
9,Disease > Causative Agent,Characteristics 1,Facultative intracellular pathogen
9,Disease > Causative Agent,Characteristics 2,Flagellated
9,Disease > Causative Agent,Characteristics 3,Non-spore forming
9,Disease > Causative Agent,Characteristics 4,"Lipopolysaccharide antigens O9, O12"
9,Disease > Causative Agent,Characteristics 5,Vi capsular polysaccharide antigen
9,Transmission,Mode,Fecal–oral
9,Transmission,Sources 1,Contaminated drinking water
9,Transmission,Sources 2,Contaminated food
9,Transmission,Sources 3,Raw fruits and vegetables
9,Transmission,Sources 4,Dairy products
9,Transmission,Sources 5,Street food
9,Transmission,Sources 6,Food handlers who are chronic carriers
9,Transmission,Risk Factors 1,Poor sanitation
9,Transmission,Risk Factors 2,Unsafe water supply
9,Transmission,Risk Factors 3,Poor personal hygiene
9,Transmission,Risk Factors 4,Overcrowding
9,Transmission,Risk Factors 5,Low socioeconomic status
9,Transmission,Risk Factors 6,Flooding
9,Transmission,Risk Factors 7,Contact with infected persons or carriers
9,Epidemiology > Global Burden,Annual Cases,21–27 million
9,Epidemiology > Global Burden,Annual Deaths,"129,000–600,000"
9,Epidemiology,High Risk Regions 1,South Asia
9,Epidemiology,High Risk Regions 2,Southeast Asia
9,Epidemiology,High Risk Regions 3,Pakistan
9,Epidemiology,High Risk Regions 4,India
9,Epidemiology > Pakistan Specific,Incidence Rate,"412.9 per 100,000"
9,Epidemiology > Pakistan Specific,High Risk Age Groups 1,2–10 years
9,Epidemiology > Pakistan Specific,High Risk Age Groups 2,Up to 25 years
9,Epidemiology > Pakistan Specific,Seasonality,Higher incidence in summer
9,Epidemiology > Pakistan Specific,Carrier Rate,Up to 9% among food handlers
9,Incubation Period,Range Days,7–14
9,Clinical Features,Early Symptoms 1,Gradual onset fever
9,Clinical Features,Early Symptoms 2,Malaise
9,Clinical Features,Early Symptoms 3,Headache
9,Clinical Features,Early Symptoms 4,Poor appetite
9,Clinical Features,Early Symptoms 5,Constipation
9,Clinical Features,Advanced Symptoms 1,High-grade fever (39–40°C)
9,Clinical Features,Advanced Symptoms 2,Rose-colored rash
9,Clinical Features,Advanced Symptoms 3,Abdominal pain
9,Clinical Features,Advanced Symptoms 4,Diarrhea
9,Clinical Features,Advanced Symptoms 5,Abdominal distension
9,Clinical Features,Advanced Symptoms 6,Weakness
9,Clinical Features,Physical Findings 1,Relative bradycardia
9,Clinical Features,Physical Findings 2,Splenomegaly
9,Clinical Features,Physical Findings 3,Hepatomegaly
9,Clinical Features,Physical Findings 4,Abdominal tenderness
9,General,Complications 1,Intestinal hemorrhage
9,General,Complications 2,Intestinal perforation
9,General,Complications 3,Pneumonia
9,General,Complications 4,Meningitis
9,General,Complications 5,Myocarditis
9,General,Complications 6,Cholecystitis
9,General,Complications 7,Osteomyelitis
9,General,Complications 8,Nephritis
9,General,Complications 9,Sepsis
9,Pathogenesis,Entry,Oral ingestion
9,Pathogenesis,Process 1,Survives gastric acid
9,Pathogenesis,Process 2,Invades intestinal mucosa
9,Pathogenesis,Process 3,Multiplies in Peyer’s patches
9,Pathogenesis,Process 4,Spreads to lymph nodes
9,Pathogenesis,Process 5,Disseminates via bloodstream
9,Pathogenesis,Process 6,"Colonizes liver, spleen, bone marrow"
9,Pathogenesis,Process 7,Excreted via stool
9,Diagnosis,Gold Standard 1,Blood culture
9,Diagnosis,Gold Standard 2,Bone marrow culture
9,Diagnosis > Culture Methods,Blood,Moderate sensitivity
9,Diagnosis > Culture Methods,Bone Marrow,Highest sensitivity
9,Diagnosis > Culture Methods,Stool,Useful for carrier detection
9,Diagnosis > Culture Methods,Urine,Occasionally positive
9,Diagnosis > Serological Tests > Widal Test,Advantages 1,Cheap
9,Diagnosis > Serological Tests > Widal Test,Advantages 2,Widely available
9,Diagnosis > Serological Tests > Widal Test,Limitations 1,Low sensitivity
9,Diagnosis > Serological Tests > Widal Test,Limitations 2,Low specificity
9,Diagnosis > Serological Tests > Tubex Tf,Sensitivity,41.86%
9,Diagnosis > Serological Tests > Tubex Tf,Specificity,95.97%
9,Diagnosis > Serological Tests > Typhidot,Sensitivity,26.7%
9,Diagnosis > Serological Tests > Typhidot,Specificity,61.5%
9,Diagnosis > Serological Tests > Typhidot,Recommendation,Not reliable
9,Diagnosis > Serological Tests > Igm Dipstick,Target,S. Typhi IgM antibodies
9,Diagnosis > Serological Tests > Igm Dipstick,Use,Rapid screening
9,Diagnosis > Molecular Diagnosis,Method,PCR
9,Diagnosis > Molecular Diagnosis,Advantages 1,High sensitivity
9,Diagnosis > Molecular Diagnosis,Advantages 2,Early detection
9,Diagnosis > Molecular Diagnosis,Advantages 3,Useful when cultures are negative
9,Treatment,Historical Drugs 1,Chloramphenicol
9,Treatment,Historical Drugs 2,Ampicillin
9,Treatment,Historical Drugs 3,Co-trimoxazole
9,Treatment,Current First Line 1,Ceftriaxone
9,Treatment,Current First Line 2,Azithromycin
9,Treatment,Alternative Drugs 1,Ofloxacin
9,Treatment,Alternative Drugs 2,Gatifloxacin
9,Treatment > Drug Resistance,Mdr,Common
9,Treatment > Drug Resistance,Fluoroquinolone Resistance,Increasing
9,Treatment > Drug Resistance,Cephalosporin Resistance,Emerging
9,Prevention,Hygiene Measures 1,Safe drinking water
9,Prevention,Hygiene Measures 2,Proper sewage disposal
9,Prevention,Hygiene Measures 3,Hand hygiene
9,Prevention,Hygiene Measures 4,Food safety practices
9,Prevention > Vaccines,Available 1,Oral live attenuated Ty21a
9,Prevention > Vaccines,Available 2,Vi polysaccharide injectable
9,Prevention > Vaccines > Conjugate Vaccines,Benefits 1,Longer protection
9,Prevention > Vaccines > Conjugate Vaccines,Benefits 2,Effective in young children
9,Prevention > Vaccines > Conjugate Vaccines,Benefits 3,Higher efficacy
9,Prevention > Vaccines > Conjugate Vaccines,Example,Vi-rEPA conjugate vaccine
9,General,Public Health Recommendations 1,Improved sanitation infrastructure
9,General,Public Health Recommendations 2,Rational antibiotic use
9,General,Public Health Recommendations 3,Surveillance and diagnostics
9,General,Public Health Recommendations 4,School-based vaccination programs
9,General,Public Health Recommendations 5,Health education
9,General,Keywords 1,Typhoid
9,General,Keywords 2,Salmonella Typhi
9,General,Keywords 3,Enteric fever
9,General,Keywords 4,Drug resistance
9,General,Keywords 5,Food-borne disease
9,General,Keywords 6,Water-borne disease
9,Source Metadata,Article Title,A review: Typhoid fever
9,Source Metadata,Journal,Journal of Bacteriology & Infectious Diseases
9,Source Metadata,Year,2018
9,Source Metadata,Authors 1,Nusrat Yasin
9,Source Metadata,Authors 2,Azmat Jabeen
9,Source Metadata,Authors 3,Iqbal Nisa
9,Source Metadata,Authors 4,Umber Tasleem
10,Disease,Name,Typhoid (Enteric) Fever
10,Disease,Alternate Names 1,Enteric Fever
10,Disease,Related Disease,Paratyphoid Fever
10,Disease,Last Updated,August 2025
10,Disease,Reporting Urgency,Report within 1 working day
10,Reporting And Surveillance,Purpose 1,Identify public health sources of infection
10,Reporting And Surveillance,Purpose 2,Stop transmission from food handlers or contaminated products
10,Reporting And Surveillance,Purpose 3,Assess risk of spread to others
10,Reporting And Surveillance,Purpose 4,Identify additional cases
10,Reporting And Surveillance > Laboratory Reporting,Who Must Report 1,Laboratories
10,Reporting And Surveillance > Laboratory Reporting,Who Must Report 2,Physicians
10,Reporting And Surveillance > Laboratory Reporting,Timeframe,Within 1 working day
10,Reporting And Surveillance > Laboratory Reporting,Notes 1,Do not delay reporting for serotyping
10,Reporting And Surveillance > Laboratory Reporting,Notes 2,Isolates must be sent for serotyping if unavailable locally
10,Reporting And Surveillance,Local Health Department Actions 1,Report confirmed and presumptive cases to OHD
10,Reporting And Surveillance,Local Health Department Actions 2,Begin investigation within 1 working day
10,Reporting And Surveillance,Local Health Department Actions 3,Use official case investigation forms
10,Reporting And Surveillance,Local Health Department Actions 4,Encourage isolate forwarding to CPHL
10,Reporting And Surveillance,Local Health Department Actions 5,Complete outbreak summary forms if needed
10,Reporting And Surveillance,Local Health Department Actions 6,Manage carrier agreements for chronic carriers
10,Etiology > Typhoid,Agent,Salmonella enterica serotype Typhi
10,Etiology > Typhoid,Type,Gram-negative bacillus
10,Etiology > Typhoid,Environmental Survival 1,Weeks to months in water or ice
10,Etiology > Typhoid,Environmental Survival 2,"Killed by sunlight, drying, disinfectants, chlorination"
10,Etiology > Paratyphoid,Agents 1,Salmonella Paratyphi A
10,Etiology > Paratyphoid,Agents 2,Salmonella Paratyphi B
10,Etiology > Paratyphoid,Agents 3,Salmonella Paratyphi C
10,Etiology > Paratyphoid,Severity,Usually milder than typhoid
10,Clinical Features,Early Symptoms 1,Fever
10,Clinical Features,Early Symptoms 2,Anorexia
10,Clinical Features,Early Symptoms 3,Lethargy
10,Clinical Features,Early Symptoms 4,Malaise
10,Clinical Features,Early Symptoms 5,Headache
10,Clinical Features,Early Symptoms 6,Dry cough
10,Clinical Features,Early Symptoms 7,Abdominal pain
10,Clinical Features,Early Symptoms 8,Constipation
10,Clinical Features,Later Symptoms 1,Prolonged fever
10,Clinical Features,Later Symptoms 2,Mental dullness or stupor
10,Clinical Features,Later Symptoms 3,Diarrhea (sometimes)
10,Clinical Features,Later Symptoms 4,Hepatosplenomegaly
10,Clinical Features,Later Symptoms 5,Rose spots rash
10,Clinical Features > Rash Description,Type,Maculopapular
10,Clinical Features > Rash Description,Location,Upper abdomen
10,Clinical Features > Rash Description,Size Cm,2
10,Clinical Features > Rash Description,Duration Days,2–4
10,Clinical Features > Rash Description,Characteristic,Blanches on pressure
10,Clinical Features > Severity,Untreated Mortality Rate,Up to 10%
10,Clinical Features > Severity,Relapse Rate,Common if untreated or inadequately treated
10,Reservoirs And Carriers,Reservoir,Humans only
10,Reservoirs And Carriers > Carrier Statistics,Chronic Carrier Rate,2–5%
10,Reservoirs And Carriers > Carrier Statistics,High Risk Groups 1,Middle-aged individuals
10,Reservoirs And Carriers > Carrier Statistics,High Risk Groups 2,Women
10,Reservoirs And Carriers > Carrier Statistics,High Risk Groups 3,Persons with gall bladder disease
10,Reservoirs And Carriers > Carrier Characteristics,Excretion 1,Stool
10,Reservoirs And Carriers > Carrier Characteristics,Excretion 2,Urine
10,Reservoirs And Carriers > Carrier Characteristics,Organism Load,Up to 10^11 organisms per gram of stool
10,Transmission,Primary Mode,Fecal–oral
10,Transmission,Vehicles 1,Contaminated drinking water
10,Transmission,Vehicles 2,Food handled by infected persons
10,Transmission,Vehicles 3,Shellfish from sewage-contaminated water
10,Transmission,Vehicles 4,Vegetables grown in night soil
10,Transmission,Non Causes 1,Floods in non-endemic countries
10,Transmission,Non Causes 2,Natural disasters alone
10,Incubation Period,Typhoid,1–3 weeks
10,Incubation Period,Paratyphoid,1–10 days
10,Communicability,Start,About 1 week after symptom onset
10,Communicability,Duration 1,During illness
10,Communicability,Duration 2,Through convalescence
10,Communicability,Duration 3,Permanently in carriers
10,Diagnosis,Confirmed Case,Isolation of Salmonella Typhi or Paratyphi from clinical specimen
10,Diagnosis,Presumptive Case,Compatible illness with epidemiological link
10,Diagnosis,Suspect Case,Compatible illness lasting ≥1 week
10,Diagnosis,Preferred Specimens 1,Blood
10,Diagnosis,Preferred Specimens 2,Stool
10,Diagnosis,Preferred Specimens 3,Urine
10,Diagnosis,Preferred Specimens 4,Bone marrow
10,Diagnosis,Not Recommended,Widal test due to poor specificity
10,Laboratory Services,Provided By,Center for Public Health Laboratories (CPHL)
10,Laboratory Services,Services 1,Isolate confirmation
10,Laboratory Services,Services 2,Serotyping
10,Laboratory Services,Services 3,Blood and stool cultures
10,Laboratory Services,Services 4,Carrier state follow-up cultures
10,Laboratory Services,Specimen Rules 1,Stool must be collected before antibiotics or 48h after stopping
10,Laboratory Services,Specimen Rules 2,Proper double packaging required
10,Treatment,First Line Antibiotics 1,Ampicillin
10,Treatment,First Line Antibiotics 2,Amoxicillin
10,Treatment,First Line Antibiotics 3,Trimethoprim-sulfamethoxazole
10,Treatment,First Line Antibiotics 4,Chloramphenicol
10,Treatment,First Line Antibiotics 5,Cephalosporins
10,Treatment,Alternative,Ciprofloxacin (resistance dependent)
10,Treatment,Relapse Rate,15–35%
10,Treatment,Notes,Multiple relapses may occur
10,Prevention > Vaccination,Available,True
10,Prevention > Vaccination,Types 1,Oral
10,Prevention > Vaccination,Types 2,Parenteral
10,Prevention > Vaccination,Recommended For 1,Household contacts of carriers
10,Prevention > Vaccination,Recommended For 2,Travelers to endemic regions
10,Prevention > Vaccination,Limitations,Not 100% effective
10,Prevention,Hygiene 1,Handwashing after defecation
10,Prevention,Hygiene 2,Safe food and water practices
10,Case Management > Isolation,Standard Precautions,True
10,Case Management > Isolation,Contact Precautions,Required for diapered or incontinent children
10,Case Management > Work Restrictions,Food Handlers,Excluded until cleared
10,Case Management > Work Restrictions,Healthcare And Childcare,Excluded until clearance
10,Clearance Criteria > Acute Cases,Stool Cultures,4
10,Clearance Criteria > Acute Cases,Urine Cultures,1
10,Clearance Criteria > Acute Cases,Timing Rules 1,Asymptomatic
10,Clearance Criteria > Acute Cases,Timing Rules 2,48h post-antibiotics
10,Clearance Criteria > Acute Cases,Timing Rules 3,24h apart
10,Clearance Criteria > Chronic Carriers,Stool Cultures,6
10,Clearance Criteria > Chronic Carriers,Urine Culture,1
10,Clearance Criteria > Chronic Carriers,Interval,≥72 hours apart
10,Special Situations,Daycare 1,Exclude cases
10,Special Situations,Daycare 2,Conduct stool screening
10,Special Situations,Daycare 3,Cohorting if necessary
10,Special Situations,Daycare 4,Weekly follow-up
10,Special Situations,Food Handlers 1,Environmental evaluation
10,Special Situations,Food Handlers 2,Employee stool testing
10,Special Situations,Food Handlers 3,Patron illness investigation
10,Special Situations,Healthcare Facilities 1,Consult infection control
10,Special Situations,Healthcare Facilities 2,Evaluate for outbreaks
10,General,Chatbot Intent Examples 1,What are the symptoms of typhoid fever?
10,General,Chatbot Intent Examples 2,How is typhoid transmitted?
10,General,Chatbot Intent Examples 3,When should typhoid be reported?
10,General,Chatbot Intent Examples 4,What tests confirm typhoid?
10,General,Chatbot Intent Examples 5,Who should not work if diagnosed with typhoid?
10,General,Chatbot Intent Examples 6,How long is the incubation period?
10,General,Chatbot Intent Examples 7,Is vaccination available for typhoid?
11,Metadata,Condition,Typhoid Fever
11,Metadata,Alternate Names 1,Enteric Fever
11,Metadata,Pathogen,Salmonella enterica serotype Typhi
11,Metadata,Disease Category,Bacterial enteric infection
11,Metadata,Last Updated,2026-01
11,Metadata,Data Source,Communicable Disease Management Protocols
11,Case Definitions > Confirmed,Definition,Laboratory confirmation of Salmonella Typhi infection
11,Case Definitions > Confirmed,Laboratory Criteria 1,Isolation from blood
11,Case Definitions > Confirmed,Laboratory Criteria 2,Isolation from stool
11,Case Definitions > Confirmed,Laboratory Criteria 3,Isolation from urine
11,Case Definitions > Confirmed,Laboratory Criteria 4,Isolation from bone marrow
11,Case Definitions > Confirmed,Laboratory Criteria 5,Isolation from rectal swab
11,Case Definitions > Confirmed,Laboratory Criteria 6,Isolation from sterile body sites
11,Case Definitions > Confirmed,Laboratory Criteria 7,Isolation from vomitus or deep tissue
11,Case Definitions > Confirmed,Clinical Symptoms Required,False
11,Case Definitions > Probable,Definition,Clinical illness with epidemiological linkage
11,Case Definitions > Probable,Criteria 1,Compatible clinical illness
11,Case Definitions > Probable,Criteria 2,Direct epidemiological link to a confirmed case
11,Case Definitions > Suspected,Definition,Compatible illness without laboratory confirmation
11,Case Definitions > Suspected,Minimum Duration,≥7 days
11,Clinical Illness,General Description,Systemic bacterial illness with gradual onset
11,Clinical Illness,Early Symptoms 1,Sustained fever
11,Clinical Illness,Early Symptoms 2,Headache
11,Clinical Illness,Early Symptoms 3,Malaise
11,Clinical Illness,Early Symptoms 4,Anorexia
11,Clinical Illness,Early Symptoms 5,Lethargy
11,Clinical Illness,Early Symptoms 6,Dry cough
11,Clinical Illness,Gastrointestinal Symptoms 1,Constipation (more common)
11,Clinical Illness,Gastrointestinal Symptoms 2,Diarrhea (less common)
11,Clinical Illness,Gastrointestinal Symptoms 3,Abdominal pain
11,Clinical Illness,Gastrointestinal Symptoms 4,Abdominal tenderness
11,Clinical Illness,Systemic Findings 1,Relative bradycardia
11,Clinical Illness,Systemic Findings 2,Hepatomegaly
11,Clinical Illness,Systemic Findings 3,Splenomegaly
11,Clinical Illness,Systemic Findings 4,Mental dullness
11,Clinical Illness,Systemic Findings 5,Slight deafness
11,Clinical Illness,Systemic Findings 6,Parotitis
11,Clinical Illness > Dermatologic Signs,Name,Rose spots
11,Clinical Illness > Dermatologic Signs,Description,Rose-colored maculopapular lesions
11,Clinical Illness > Dermatologic Signs,Locations 1,Abdomen
11,Clinical Illness > Dermatologic Signs,Locations 2,Back
11,Clinical Illness > Dermatologic Signs,Locations 3,Arms
11,Clinical Illness > Dermatologic Signs,Locations 4,Legs
11,Clinical Illness > Dermatologic Signs,Duration Days,2–4
11,Clinical Illness > Dermatologic Signs,Blanching,True
11,Clinical Illness > Disease Course,Untreated Duration,Up to 4 weeks of continuous fever
11,Clinical Illness > Disease Course,Post Fever Fatigue,May persist for months
11,Clinical Illness,Complications 1,Intestinal hemorrhage
11,Clinical Illness,Complications 2,Intestinal perforation
11,Clinical Illness,Complications 3,Sepsis
11,Clinical Illness,Complications 4,Neurologic manifestations
11,Clinical Illness > Severity,Untreated Case Fatality,10–20%
11,Clinical Illness > Severity,Treated Case Fatality,<1%
11,Clinical Illness > Severity,Relapse Rate,Up to 10%
11,Etiology,Organism,Salmonella enterica subsp. enterica serotype Typhi
11,Etiology,Organism Type,Gram-negative bacillus
11,Etiology,Infectious Dose,Low in susceptible individuals
11,Etiology,Environmental Survival 1,Survives weeks in water
11,Etiology,Environmental Survival 2,Survives months in ice
11,Etiology,Environmental Survival 3,"Destroyed by sunlight, drying, disinfectants, chlorination"
11,Epidemiology,Reservoir,Humans only
11,Epidemiology > Carrier State,Chronic Carriage Rate,1–5%
11,Epidemiology > Carrier State,Duration,Months to years
11,Epidemiology > Carrier State,Risk Factors 1,Female sex
11,Epidemiology > Carrier State,Risk Factors 2,Age >50 years
11,Epidemiology > Carrier State,Risk Factors 3,Gallbladder disease
11,Epidemiology > Carrier State,Risk Factors 4,Schistosomiasis
11,Epidemiology > Carrier State,Risk Factors 5,Gallstones
11,Epidemiology > Carrier State,Risk Factors 6,Gallbladder malignancy
11,Epidemiology > Global Burden,Annual Cases,≈22 million
11,Epidemiology > Global Burden,Annual Deaths,"≈200,000"
11,Epidemiology > Global Burden,Highest Burden Regions 1,South Asia
11,Epidemiology > Global Burden,Highest Burden Regions 2,Southeast Asia
11,Epidemiology > Global Burden,Highest Burden Regions 3,Africa
11,Epidemiology > Global Burden,Highest Burden Regions 4,Central America
11,Epidemiology > Global Burden,Highest Burden Regions 5,South America
11,Epidemiology > Global Burden,Highest Burden Regions 6,Caribbean
11,Epidemiology > Travel Association,Most Common Source,Travel to endemic areas
11,Epidemiology > Travel Association,Highest Risk Destinations 1,India
11,Epidemiology > Travel Association,Highest Risk Destinations 2,Pakistan
11,Epidemiology > Travel Association,Highest Risk Destinations 3,Bangladesh
11,Epidemiology > Travel Association,High Risk Travelers,Visiting friends and relatives (VFRs)
11,Transmission,Primary Mode,Fecal–oral
11,Transmission,Routes 1,Contaminated drinking water
11,Transmission,Routes 2,Food handled by infected persons
11,Transmission,Routes 3,Raw vegetables fertilized with night soil
11,Transmission,Routes 4,Shellfish from sewage-contaminated waters
11,Transmission,Routes 5,Unpasteurized milk and milk products
11,Transmission,Additional Modes 1,Sexual transmission (documented)
11,Incubation And Communicability > Incubation Period,Average Days,8–14
11,Incubation And Communicability > Incubation Period,Range Days,3–60+
11,Incubation And Communicability > Period Of Communicability,Start,First week of illness
11,Incubation And Communicability > Period Of Communicability,End,Throughout convalescence
11,Incubation And Communicability > Period Of Communicability,Chronic,Indefinite in carriers
11,Laboratory Diagnosis,Preferred Specimens 1,Blood (early disease)
11,Laboratory Diagnosis,Preferred Specimens 2,Stool (after first week)
11,Laboratory Diagnosis,Preferred Specimens 3,Urine
11,Laboratory Diagnosis,Gold Standard,Bone marrow culture
11,Laboratory Diagnosis,Testing Notes 1,Multiple cultures increase sensitivity
11,Laboratory Diagnosis,Testing Notes 2,Outbreaks must be clearly indicated on requisition
11,Laboratory Diagnosis,Not Recommended Tests 1,Widal test (low sensitivity and specificity)
11,Treatment,Treatment Goals 1,Resolve symptoms
11,Treatment,Treatment Goals 2,Prevent complications
11,Treatment,Treatment Goals 3,Prevent relapse
11,Treatment,Treatment Goals 4,Eliminate carriage
11,Treatment > Recommended Antibiotics,Adults 1,Ciprofloxacin (if susceptible)
11,Treatment > Recommended Antibiotics,Adults 2,Azithromycin
11,Treatment > Recommended Antibiotics,Children 1,Ceftriaxone
11,Treatment,Alternative Agents 1,Cefixime
11,Treatment,Alternative Agents 2,Ceftriaxone (parenteral)
11,Treatment,Alternative Agents 3,Azithromycin (uncomplicated cases)
11,Treatment,Resistance Considerations 1,Multidrug resistance common
11,Treatment,Resistance Considerations 2,High fluoroquinolone resistance in South Asia
11,Treatment,Resistance Considerations 3,Nalidixic acid resistance predicts treatment failure
11,Treatment,Severe Cases 1,Ceftriaxone
11,Treatment,Severe Cases 2,Adjunct corticosteroids
11,Carrier Management,Definition,Excretion of Salmonella Typhi for >1 year
11,Carrier Management,Treatment Options 1,Ciprofloxacin 750 mg BID for 28 days
