Record,Section,Field,Value
13,Global And National Context,Local Prevalence Damboya Percent,12
13,Global And National Context,Local Rank Of Disease,Second leading cause of illness after pneumonia
13,Clinical Types > Acute Watery Diarrhea,Duration,Hours to days
13,Clinical Types > Acute Watery Diarrhea,Common Agents 1,Rotavirus
13,Clinical Types > Acute Watery Diarrhea,Common Agents 2,Escherichia coli
13,Clinical Types > Acute Watery Diarrhea,Common Agents 3,Vibrio cholerae
13,Clinical Types > Bloody Diarrhea,Alias,Dysentery
13,Clinical Types > Bloody Diarrhea,Cause,Bacterial invasion
13,Clinical Types > Persistent Diarrhea,Duration,>14 days
13,Sociodemographic Characteristics > Child Sex,Male Percent Cases,54.0
13,Sociodemographic Characteristics > Child Sex,Female Percent Cases,46.0
13,Sociodemographic Characteristics,Median Child Age Months,18
13,Sociodemographic Characteristics > Maternal Marital Status,Married Percent,98.2
13,Sociodemographic Characteristics > Residence,Rural Percent,89.0
13,Sociodemographic Characteristics > Residence,Urban Percent,11.0
13,Environmental Factors > Latrine Availability,Present Percent,97.5
13,Environmental Factors > Latrine Type > Unimproved,Aor,5.54
13,Environmental Factors > Latrine Type > Unimproved,Ci,2.79–11.00
13,Environmental Factors > Latrine Type > Improved,Reference,True
13,Environmental Factors > Water Source > Unprotected,Aor,4.98
13,Environmental Factors > Water Source > Unprotected,Ci,2.32–10.68
13,Environmental Factors > Water Source > Protected,Reference,True
13,Environmental Factors > Handwashing Facility Near Toilet,Absent Percent Cases,64.2
13,Behavioral Factors > Soap Use For Handwashing > Not Using Soap,Aor,4.1
13,Behavioral Factors > Soap Use For Handwashing > Not Using Soap,Ci,2.36–7.10
13,Behavioral Factors > Handwashing At Critical Times > Poor Practice,Aor,1.87
13,Behavioral Factors > Handwashing At Critical Times > Poor Practice,Ci,1.11–3.17
13,Behavioral Factors > Handwashing At Critical Times,Critical Times 1,Before food preparation
13,Behavioral Factors > Handwashing At Critical Times,Critical Times 2,Before feeding the child
13,Behavioral Factors > Handwashing At Critical Times,Critical Times 3,After using the toilet
13,Behavioral Factors > Handwashing At Critical Times,Critical Times 4,After cleaning the child
13,Behavioral Factors > Maternal Knowledge Of Diarrhea > Poor Knowledge,Aor,1.92
13,Behavioral Factors > Maternal Knowledge Of Diarrhea > Poor Knowledge,Ci,1.01–3.65
13,Behavioral Factors > Maternal Knowledge Of Diarrhea,Knowledge Definition,Ability to name at least three diarrhoea transmission routes
13,Feeding Practices > High Risk Foods > Cow Milk,Aor,6.93
13,Feeding Practices > High Risk Foods > Cow Milk,Ci,1.92–24.95
13,Feeding Practices > High Risk Foods > Cow Milk,Risk Reason,Often unboiled or improperly handled
13,Feeding Practices > High Risk Foods > Adult Food,Aor,6.58
13,Feeding Practices > High Risk Foods > Adult Food,Ci,1.48–29.14
13,Feeding Practices > Protective Food > Packed Milk,Reference,True
13,Age Related Risk > 6 11 Months,Aor,3.92
13,Age Related Risk > 6 11 Months,Ci,1.50–10.24
13,Age Related Risk > 6 11 Months,Highest Risk,True
13,Age Related Risk > 12 23 Months,Aor,2.45
13,Age Related Risk > 12 23 Months,Ci,1.09–5.50
13,Age Related Risk > 24 59 Months,Reference,True
13,General,Non Significant Factors 1,Family size
13,General,Non Significant Factors 2,Family income
13,General,Non Significant Factors 3,Child immunization status
13,General,Non Significant Factors 4,Household waste disposal
13,General,Non Significant Factors 5,Availability of handwashing facility alone
13,Modifiable Vs Nonmodifiable,Nonmodifiable 1,Child age
13,Modifiable Vs Nonmodifiable,Modifiable 1,Water source
13,Modifiable Vs Nonmodifiable,Modifiable 2,Latrine type
13,Modifiable Vs Nonmodifiable,Modifiable 3,Handwashing behavior
13,Modifiable Vs Nonmodifiable,Modifiable 4,Soap use
13,Modifiable Vs Nonmodifiable,Modifiable 5,Child feeding practices
13,Modifiable Vs Nonmodifiable,Modifiable 6,Maternal knowledge
13,Public Health Recommendations,Priority Groups 1,Children aged 6–23 months
13,Public Health Recommendations,Interventions 1,Promote soap-based handwashing
13,Public Health Recommendations,Interventions 2,Improve latrine quality
13,Public Health Recommendations,Interventions 3,Protect drinking water sources
13,Public Health Recommendations,Interventions 4,Discourage cow milk and adult food for young children
13,Public Health Recommendations,Interventions 5,Maternal education on diarrhoea prevention
13,Limitations,No Laboratory Confirmation,True
13,Limitations,Recall Bias Possible,True
13,Limitations,Behavioral Self Reporting Bias,True
13,Chatbot Intents,Risk Assessment 1,is_my_child_at_high_risk
13,Chatbot Intents,Risk Assessment 2,why_children_get_diarrhea
13,Chatbot Intents,Prevention Guidance 1,how_to_prevent_child_diarrhea
13,Chatbot Intents,Prevention Guidance 2,safe_child_feeding_practices
13,Chatbot Intents,Education 1,what_causes_childhood_diarrhea
13,Chatbot Intents,Education 2,importance_of_handwashing
13,Chatbot Intents,Policy Support 1,key_determinants_of_diarrhea
13,Chatbot Intents,Policy Support 2,which_factors_are_modifiable
14,Kb Metadata,Domain,public_health
14,Kb Metadata,Subdomain,childhood_diarrheal_diseases
14,Kb Metadata,Study Type,systematic_review_and_meta_analysis
14,Kb Metadata,Journal,BMC Infectious Diseases
14,Kb Metadata,Year,2025
14,Kb Metadata,Doi,10.1186/s12879-025-11595-x
14,Kb Metadata,Registration,PROSPERO CRD42024608702
14,Kb Metadata,Region,East Africa
14,Kb Metadata,Countries Covered 1,Ethiopia
14,Kb Metadata,Countries Covered 2,Uganda
14,Kb Metadata,Countries Covered 3,Tanzania
14,Kb Metadata,Countries Covered 4,Rwanda
14,Kb Metadata,Countries Covered 5,Malawi
14,Kb Metadata,Countries Covered 6,Kenya
14,Kb Metadata,Countries Covered 7,Somalia
14,Kb Metadata,Countries Covered 8,Zambia
14,Kb Metadata,Countries Covered 9,South Sudan
14,Kb Metadata,Countries Covered 10,Zimbabwe
14,Case Definition,Who Definition,Passing three or more loose or watery stools in 24 hours
14,Case Definition,Recall Period,Two weeks prior to survey
14,Case Definition,Population,Children aged 0–59 months
14,Data Summary,Total Studies Included,60
14,Data Summary,Total Children Analyzed,162388
14,Data Summary > Study Design Distribution,Cross Sectional Percent,93.33
14,Data Summary > Study Design Distribution,Other Designs Percent,6.67
14,Data Summary,Publication Year Range,2020–2024
14,Data Summary,Analysis Software 1,STATA 17
14,Data Summary,Analysis Software 2,R 4.4.2
14,Pooled Prevalence,Overall Prevalence Percent,24.6
14,Pooled Prevalence,Confidence Interval 95 1,22.7
14,Pooled Prevalence,Confidence Interval 95 2,26.6
14,Pooled Prevalence > Heterogeneity,I Squared Percent,99
14,Pooled Prevalence > Heterogeneity,P Value,<0.0001
14,Pooled Prevalence,Interpretation,Nearly one in four children under five in East Africa experienced diarrhea
14,Country Level Prevalence > Uganda,Pooled Prevalence Percent,31
14,Country Level Prevalence > Tanzania,Pooled Prevalence Percent,31
14,Country Level Prevalence > Ethiopia,Pooled Prevalence Percent,23
14,Country Level Prevalence > Other Countries Combined,Pooled Prevalence Percent,24
14,Key Determinants Pooled Effects > Water Source > Unprotected Vs Protected,Odds Ratio,1.92
14,Key Determinants Pooled Effects > Water Source > Unprotected Vs Protected,Confidence Interval 95 1,1.39
14,Key Determinants Pooled Effects > Water Source > Unprotected Vs Protected,Confidence Interval 95 2,2.65
14,Key Determinants Pooled Effects > Water Source > Unprotected Vs Protected,Significance,True
14,Key Determinants Pooled Effects > Rotavirus Vaccination > Not Vaccinated Vs Vaccinated,Odds Ratio,2.06
14,Key Determinants Pooled Effects > Rotavirus Vaccination > Not Vaccinated Vs Vaccinated,Confidence Interval 95 1,1.1
14,Key Determinants Pooled Effects > Rotavirus Vaccination > Not Vaccinated Vs Vaccinated,Confidence Interval 95 2,3.85
14,Key Determinants Pooled Effects > Rotavirus Vaccination > Not Vaccinated Vs Vaccinated,Significance,True
14,Key Determinants Pooled Effects > Waste Disposal > Improper Vs Proper,Odds Ratio,1.67
14,Key Determinants Pooled Effects > Waste Disposal > Improper Vs Proper,Confidence Interval 95 1,1.1
14,Key Determinants Pooled Effects > Waste Disposal > Improper Vs Proper,Confidence Interval 95 2,2.53
14,Key Determinants Pooled Effects > Waste Disposal > Improper Vs Proper,Significance,True
14,Key Determinants Pooled Effects > Family Size > More Than 4 Members,Odds Ratio,1.38
14,Key Determinants Pooled Effects > Family Size > More Than 4 Members,Confidence Interval 95 1,1.1
14,Key Determinants Pooled Effects > Family Size > More Than 4 Members,Confidence Interval 95 2,1.72
14,Key Determinants Pooled Effects > Family Size > More Than 4 Members,Significance,True
14,Key Determinants Pooled Effects > Number Of Under Five Children > Two Or More Vs One,Odds Ratio,1.6
14,Key Determinants Pooled Effects > Number Of Under Five Children > Two Or More Vs One,Confidence Interval 95 1,1.27
14,Key Determinants Pooled Effects > Number Of Under Five Children > Two Or More Vs One,Confidence Interval 95 2,2.03
14,Key Determinants Pooled Effects > Number Of Under Five Children > Two Or More Vs One,Significance,True
14,Key Determinants Pooled Effects > Toilet Type > Unimproved Vs Improved,Odds Ratio,1.11
14,Key Determinants Pooled Effects > Toilet Type > Unimproved Vs Improved,Confidence Interval 95 1,1.01
14,Key Determinants Pooled Effects > Toilet Type > Unimproved Vs Improved,Confidence Interval 95 2,1.21
14,Key Determinants Pooled Effects > Toilet Type > Unimproved Vs Improved,Significance,True
14,Key Determinants Pooled Effects > Time To Fetch Water > More Than 30 Minutes,Odds Ratio,1.35
14,Key Determinants Pooled Effects > Time To Fetch Water > More Than 30 Minutes,Confidence Interval 95 1,1.05
14,Key Determinants Pooled Effects > Time To Fetch Water > More Than 30 Minutes,Confidence Interval 95 2,1.73
14,Key Determinants Pooled Effects > Time To Fetch Water > More Than 30 Minutes,Significance,True
14,General,Non Significant Factors Pooled 1,Child sex
14,General,Non Significant Factors Pooled 2,Vitamin A supplementation
14,General,Non Significant Factors Pooled 3,Maternal working status
14,General,Non Significant Factors Pooled 4,Maternal diarrhea status
14,General,Non Significant Factors Pooled 5,Availability of television
14,General,Non Significant Factors Pooled 6,Latrine availability alone
14,General,Non Significant Factors Pooled 7,Maternal education level
14,General,Non Significant Factors Pooled 8,General immunization status
14,Risk Factor Categories,Environmental 1,Unprotected drinking water
14,Risk Factor Categories,Environmental 2,Unimproved toilet facilities
14,Risk Factor Categories,Environmental 3,Improper waste disposal
14,Risk Factor Categories,Environmental 4,Long distance to water source
14,Risk Factor Categories,Household 1,Large family size
14,Risk Factor Categories,Household 2,Multiple under-five children
14,Risk Factor Categories,Health System 1,Lack of rotavirus vaccination
14,Risk Factor Categories,Health System 2,Limited healthcare access
14,Public Health Implications,Priority Interventions 1,Improve access to protected drinking water
14,Public Health Implications,Priority Interventions 2,Expand rotavirus vaccination coverage
14,Public Health Implications,Priority Interventions 3,Promote safe waste disposal systems
14,Public Health Implications,Priority Interventions 4,Improve sanitation infrastructure
14,Public Health Implications,Priority Interventions 5,Family planning education
14,Public Health Implications,Priority Interventions 6,Reduce time to fetch water
14,Public Health Implications,Target Groups 1,Households with multiple young children
14,Public Health Implications,Target Groups 2,Large families
14,Public Health Implications,Target Groups 3,Rural and peri-urban communities
14,Limitations,High Heterogeneity,True
14,Limitations,English Language Only,True
14,Limitations,Geographic Skew,Majority of studies from Ethiopia
14,Limitations,Publication Bias Detected,True
14,Chatbot Intents,Informational 1,what_is_childhood_diarrhea
14,Chatbot Intents,Informational 2,how_common_is_diarrhea_in_east_africa
14,Chatbot Intents,Risk Assessment 1,is_my_child_at_risk_of_diarrhea
14,Chatbot Intents,Risk Assessment 2,what_increases_diarrhea_risk
14,Chatbot Intents,Prevention 1,how_to_prevent_diarrhea_in_children
14,Chatbot Intents,Prevention 2,importance_of_clean_water
14,Chatbot Intents,Policy Support 1,key_determinants_of_childhood_diarrhea
14,Chatbot Intents,Policy Support 2,where_should_interventions_focus
15,Kb Metadata,Domain,global_public_health
15,Kb Metadata,Topic,global_burden_of_diarrhoeal_disease
15,Kb Metadata > Source,Journal,Bulletin of the World Health Organization
15,Kb Metadata > Source,Year,2003
15,Kb Metadata > Source,Authors 1,Margaret Kosek
15,Kb Metadata > Source,Authors 2,Caryn Bern
15,Kb Metadata > Source,Authors 3,Richard L. Guerrant
15,Kb Metadata > Source,Study Type,Structured literature review and meta-analysis
15,Kb Metadata > Source,Publication Period Reviewed,1992–2000
15,Kb Metadata > Source,Who Regions 1,African Region (AFRO)
15,Kb Metadata > Source,Who Regions 2,Region of the Americas (AMRO)
15,Kb Metadata > Source,Who Regions 3,Eastern Mediterranean Region (EMRO)
15,Kb Metadata > Source,Who Regions 4,South-East Asia Region (SEARO)
15,Kb Metadata > Source,Who Regions 5,Western Pacific Region (WPRO)
15,Case Definition,Diarrhoea Definition Variants 1,≥2 loose stools per day
15,Case Definition,Diarrhoea Definition Variants 2,≥3 loose stools per day (most common)
15,Case Definition,Diarrhoea Definition Variants 3,≥4 loose stools per day
15,Case Definition,Diarrhoea Definition Variants 4,Local caregiver-based definitions
15,Case Definition,Bloody Stool Included In Some Studies,True
15,Case Definition,Population,Children under 5 years of age
15,Case Definition,Disease Scope,Morbidity and mortality attributable to diarrhoeal illness
15,Study Selection Criteria > Morbidity Studies,Requirements 1,Prospective active surveillance
15,Study Selection Criteria > Morbidity Studies,Requirements 2,Stable populations
15,Study Selection Criteria > Morbidity Studies,Requirements 3,Minimum 1 year follow-up
15,Study Selection Criteria > Morbidity Studies,Requirements 4,Children under 5
15,Study Selection Criteria > Morbidity Studies,Requirements 5,Developing countries (including China)
15,Study Selection Criteria > Morbidity Studies,Total Studies Included,27
15,Study Selection Criteria > Mortality Studies,Requirements 1,Active surveillance of deaths
15,Study Selection Criteria > Mortality Studies,Requirements 2,Primary cause listed as diarrhoea
15,Study Selection Criteria > Mortality Studies,Requirements 3,Prospective or retrospective design
15,Study Selection Criteria > Mortality Studies,Requirements 4,Excludes vital statistics–only studies
15,Study Selection Criteria > Mortality Studies,Total Studies Included,34
15,Study Selection Criteria > Mortality Studies,Countries Covered,21
15,Global Morbidity,Median Episodes Per Child Per Year Under 5,3.2
15,Global Morbidity > Age Specific Median Incidence,0 5 Months,2.7
15,Global Morbidity > Age Specific Median Incidence,6 11 Months,4.8
15,Global Morbidity > Age Specific Median Incidence,1 Year,3.9
15,Global Morbidity > Age Specific Median Incidence,2 Years,2.6
15,Global Morbidity > Age Specific Median Incidence,3 Years,1.5
15,Global Morbidity > Age Specific Median Incidence,4 Years,1.4
15,Global Morbidity,Highest Risk Age Group,6–11 months
15,Global Morbidity > Trend Over Time,1955 1979,≈3 episodes per child-year
15,Global Morbidity > Trend Over Time,1980 1989,≈3 episodes per child-year
15,Global Morbidity > Trend Over Time,1992 2000,3.2 episodes per child-year
15,Global Morbidity > Trend Over Time,Interpretation,No meaningful decline in diarrhoeal morbidity over four decades
15,Global Mortality > Median Mortality Per 1000 Children Per Year,Under 1 Year,8.5
15,Global Mortality > Median Mortality Per 1000 Children Per Year,1 4 Years,3.8
15,Global Mortality > Median Mortality Per 1000 Children Per Year,Under 5 Years,4.9
15,Global Mortality,Fraction Of Under 5 Deaths Due To Diarrhoea Percent,21
15,Global Mortality > Estimated Annual Deaths Under 5,Median,2500000
15,Global Mortality > Estimated Annual Deaths Under 5,Range 1,2100000
15,Global Mortality > Estimated Annual Deaths Under 5,Range 2,4700000
15,Global Mortality > Mortality Trend,1955 1979,13.6
15,Global Mortality > Mortality Trend,1980 1989,5.6
15,Global Mortality > Mortality Trend,1992 2000,4.9
15,Global Mortality > Mortality Trend,Unit,deaths per 1000 children per year
15,Global Mortality > Mortality Trend,Interpretation,Substantial decline in mortality despite stable morbidity
15,Case Fatality > Reported Case Fatality Ratios 1,Age Group,Under 5
15,Case Fatality > Reported Case Fatality Ratios 1,Value Percent,0.11
15,Case Fatality > Reported Case Fatality Ratios 2,Age Group,Under 1
15,Case Fatality > Reported Case Fatality Ratios 2,Value Percent,1.8
15,Case Fatality > Reported Case Fatality Ratios 3,Age Group,1–3 years
15,Case Fatality > Reported Case Fatality Ratios 3,Value Percent,0.75
15,Case Fatality,Overall Estimated Case Fatality Percent,0.15
15,Case Fatality > Historical Comparison,1982,0.6
15,Case Fatality > Historical Comparison,1992,0.3
15,Case Fatality > Historical Comparison,Interpretation,Marked reduction in diarrhoea fatality over time
15,Regional Patterns,Highest Burden Regions 1,Sub-Saharan Africa
15,Regional Patterns,Highest Burden Regions 2,South-East Asia
15,Regional Patterns > China Inclusion,Included In This Review,True
15,Regional Patterns > China Inclusion,Excluded In Previous Reviews,True
15,Regional Patterns,Population Growth Effect,Total morbidity burden increasing despite mortality decline
15,Intervention Effects > Oral Rehydration Therapy,Global Coverage 1984 Percent,<15
15,Intervention Effects > Oral Rehydration Therapy,Global Coverage 1993 Percent,~40
15,Intervention Effects > Oral Rehydration Therapy,Primary Effect,"Reduction in mortality, not incidence"
15,Intervention Effects,Other Interventions 1,Breastfeeding promotion
15,Intervention Effects,Other Interventions 2,Improved weaning practices
15,Intervention Effects,Other Interventions 3,Improved sanitation
15,Intervention Effects,Other Interventions 4,Measles immunization
15,Intervention Effects > Syndrome Shift,Trend,Relative increase in deaths from dysentery and persistent diarrhoea
15,Intervention Effects > Syndrome Shift,Reason,Better survival from acute watery diarrhoea
15,Nutrition Interaction,Relationship,Bidirectional
15,Nutrition Interaction,Effects Of Malnutrition 1,Prolonged diarrhoea duration
15,Nutrition Interaction,Effects Of Malnutrition 2,Increased mortality risk
15,Nutrition Interaction,Effects Of Diarrhoea 1,Impaired linear growth
15,Nutrition Interaction,Effects Of Diarrhoea 2,Reduced physical fitness
15,Nutrition Interaction,Effects Of Diarrhoea 3,Impaired cognitive development
15,Nutrition Interaction,Regional Exception,Stunting did not decline in East Africa
15,Hiv Aids Interaction,Excluded From Analysis,True
15,Hiv Aids Interaction,Known Effects 1,Higher diarrhoea incidence
15,Hiv Aids Interaction,Known Effects 2,Longer duration
15,Hiv Aids Interaction,Known Effects 3,Greater severity
15,Hiv Aids Interaction,Known Effects 4,Higher mortality
15,Hiv Aids Interaction,Interpretation,True global burden likely underestimated in high HIV prevalence areas
15,Key Conclusions,Mortality,Declining substantially
15,Key Conclusions,Morbidity,Persistently high
15,Key Conclusions,Global Impact,Diarrhoea remains one of the leading causes of child illness and death
15,Key Conclusions,Average Child Exposure,≈3 episodes per child per year in developing countries
15,Limitations,Verbal Autopsy Variability,True
15,Limitations,Regional Data Gaps,True
15,Limitations,Heterogeneous Definitions,True
15,Limitations,Underrepresentation Of Hiv Effects,True
15,Chatbot Intents,Education 1,what_is_the_global_burden_of_diarrhea
15,Chatbot Intents,Education 2,why_diarrhea_is_still_common
15,Chatbot Intents,Statistics 1,how_many_children_die_from_diarrhea
15,Chatbot Intents,Statistics 2,average_diarrhea_episodes_per_child
15,Chatbot Intents,Trends 1,has_diarrhea_mortality_decreased
15,Chatbot Intents,Trends 2,why_morbidity_remains_high
15,Chatbot Intents,Prevention Policy 1,what_interventions_reduce_diarrhea_deaths
15,Chatbot Intents,Prevention Policy 2,role_of_ors_in_diarrhea_control
16,Kb Metadata,Domain,public_health
16,Kb Metadata,Subdomain,childhood_diarrheal_disease
16,Kb Metadata > Source,Journal,PLOS ONE
16,Kb Metadata > Source,Year,2025
16,Kb Metadata > Source,Doi,10.1371/journal.pone.0326501
16,Kb Metadata > Source,Study Type,Systematic review and meta-analysis
16,Kb Metadata > Source,Registration,PROSPERO CRD42024579271
16,Kb Metadata > Source,Time Window,2013–2023
16,Kb Metadata > Source,Regions 1,East Africa
16,Kb Metadata > Source,Regions 2,West Africa
16,Kb Metadata > Source,Regions 3,Central Africa
16,Kb Metadata > Source,Regions 4,North Africa
16,Kb Metadata > Source,Regions 5,Southern Africa
16,Case Definition,Who Standard,Passing three or more loose or watery stools in 24 hours
16,Case Definition,Recall Period,Two weeks prior to survey
16,Case Definition,Population,Children aged 0–59 months
16,Data Coverage,Total Studies,66
16,Data Coverage,Total Participants,260226
16,Data Coverage > Study Designs,Cross Sectional,60
16,Data Coverage > Study Designs,Case Control,2
16,Data Coverage > Study Designs,Prospective Cohort,2
16,Data Coverage > Study Designs,Mixed Methods,2
16,Data Coverage > Study Settings,Community Based,56
16,Data Coverage > Study Settings,Population Survey,8
16,Data Coverage > Study Settings,Health Institution,1
16,Data Coverage > Study Settings,Internally Displaced Persons,1
16,Data Coverage > Quality Assessment,Tool,Newcastle–Ottawa Scale (modified)
16,Data Coverage > Quality Assessment,Included Quality,Good or Very Good (≥7/10)
16,Pooled Prevalence,Overall Percent,23.59
16,Pooled Prevalence,Confidence Interval 95 1,21.77
16,Pooled Prevalence,Confidence Interval 95 2,25.42
16,Pooled Prevalence,Interpretation,Nearly one in four under-five children in Africa experienced diarrhea
16,Pooled Prevalence > Heterogeneity,I Squared Percent,99.3
16,Pooled Prevalence > Heterogeneity,P Value,<0.001
16,Regional Prevalence > Southern Africa,Percent,30.14
16,Regional Prevalence > Southern Africa,Ci 95 1,23.37
16,Regional Prevalence > Southern Africa,Ci 95 2,36.9
16,Regional Prevalence > Southern Africa,Highest Burden,True
16,Regional Prevalence > North Africa,Percent,28.16
16,Regional Prevalence > North Africa,Ci 95 1,26.52
16,Regional Prevalence > North Africa,Ci 95 2,29.79
16,Regional Prevalence > Central Africa,Percent,25.25
16,Regional Prevalence > Central Africa,Ci 95 1,16.4
16,Regional Prevalence > Central Africa,Ci 95 2,34.11
16,Regional Prevalence > East Africa,Percent,24.92
16,Regional Prevalence > East Africa,Ci 95 1,21.82
16,Regional Prevalence > East Africa,Ci 95 2,28.03
16,Regional Prevalence > West Africa,Percent,15.11
16,Regional Prevalence > West Africa,Ci 95 1,13.46
16,Regional Prevalence > West Africa,Ci 95 2,16.76
16,Regional Prevalence > West Africa,Lowest Burden,True
16,Highest Country Prevalence Reported 1,Country,South Africa
16,Highest Country Prevalence Reported 1,Percent,67.3
16,Highest Country Prevalence Reported 2,Country,South Sudan
16,Highest Country Prevalence Reported 2,Percent,64.2
16,Highest Country Prevalence Reported 3,Country,Uganda
16,Highest Country Prevalence Reported 3,Percent,62.4
16,Highest Country Prevalence Reported 4,Country,Ethiopia
16,Highest Country Prevalence Reported 4,Percent,41.75
16,Significant Risk Factors Pooled > Wash Related > Poor Handwashing,Aor,4.69
16,Significant Risk Factors Pooled > Wash Related > Poor Handwashing,Ci 95 1,2.44
16,Significant Risk Factors Pooled > Wash Related > Poor Handwashing,Ci 95 2,9.04
16,Significant Risk Factors Pooled > Wash Related > Poor Handwashing,Impact,Strongest modifiable risk factor
16,Significant Risk Factors Pooled > Wash Related > Unimproved Water Source,Aor,1.68
16,Significant Risk Factors Pooled > Wash Related > Unimproved Water Source,Ci 95 1,1.44
16,Significant Risk Factors Pooled > Wash Related > Unimproved Water Source,Ci 95 2,1.95
16,Significant Risk Factors Pooled > Wash Related > Poor Solid Waste Management,Aor,2.29
16,Significant Risk Factors Pooled > Wash Related > Poor Solid Waste Management,Ci 95 1,1.64
16,Significant Risk Factors Pooled > Wash Related > Poor Solid Waste Management,Ci 95 2,3.2
16,Significant Risk Factors Pooled > Wash Related > Poor Liquid Waste Management,Aor,1.72
16,Significant Risk Factors Pooled > Wash Related > Poor Liquid Waste Management,Ci 95 1,1.71
16,Significant Risk Factors Pooled > Wash Related > Poor Liquid Waste Management,Ci 95 2,1.723
16,Significant Risk Factors Pooled > Wash Related > Lack Of Latrine,Aor,1.17
16,Significant Risk Factors Pooled > Wash Related > Lack Of Latrine,Ci 95 1,1.13
16,Significant Risk Factors Pooled > Wash Related > Lack Of Latrine,Ci 95 2,1.22
16,Significant Risk Factors Pooled > Child Factors > Age 6 11 Months,Aor,1.72
16,Significant Risk Factors Pooled > Child Factors > Age 6 11 Months,Ci 95 1,1.61
16,Significant Risk Factors Pooled > Child Factors > Age 6 11 Months,Ci 95 2,1.84
16,Significant Risk Factors Pooled > Child Factors > Age 6 11 Months,Risk Note,Highest vulnerability due to mobility and exposure
16,Significant Risk Factors Pooled > Child Factors > Age 12 23 Months,Aor,2.92
16,Significant Risk Factors Pooled > Child Factors > Age 12 23 Months,Ci 95 1,1.6
16,Significant Risk Factors Pooled > Child Factors > Age 12 23 Months,Ci 95 2,5.31
16,Significant Risk Factors Pooled > Child Factors > No Exclusive Breastfeeding,Aor,3.06
16,Significant Risk Factors Pooled > Child Factors > No Exclusive Breastfeeding,Ci 95 1,2.12
16,Significant Risk Factors Pooled > Child Factors > No Exclusive Breastfeeding,Ci 95 2,4.43
16,Significant Risk Factors Pooled > Household And Social > More Than Two Under Five Children,Aor,1.48
16,Significant Risk Factors Pooled > Household And Social > More Than Two Under Five Children,Ci 95 1,1.28
16,Significant Risk Factors Pooled > Household And Social > More Than Two Under Five Children,Ci 95 2,1.71
16,Significant Risk Factors Pooled > Household And Social > Large Family Size,Aor,2.34
16,Significant Risk Factors Pooled > Household And Social > Large Family Size,Ci 95 1,1.42
16,Significant Risk Factors Pooled > Household And Social > Large Family Size,Ci 95 2,3.85
16,Significant Risk Factors Pooled > Household And Social > Maternal Or Caregiver Illiteracy,Aor,2.43
16,Significant Risk Factors Pooled > Household And Social > Maternal Or Caregiver Illiteracy,Ci 95 1,1.95
16,Significant Risk Factors Pooled > Household And Social > Maternal Or Caregiver Illiteracy,Ci 95 2,3.03
16,Significant Risk Factors Pooled > Household And Social > Low Socioeconomic Status,Aor,1.44
16,Significant Risk Factors Pooled > Household And Social > Low Socioeconomic Status,Ci 95 1,1.1
16,Significant Risk Factors Pooled > Household And Social > Low Socioeconomic Status,Ci 95 2,1.88
16,Protective Factors > Protected Water Source,Aor,0.29
16,Protective Factors > Protected Water Source,Ci 95 1,0.18
16,Protective Factors > Protected Water Source,Ci 95 2,0.48
16,Protective Factors > Protected Water Source,Risk Reduction Percent,71
16,Protective Factors > Ventilated Improved Pit Latrine,Aor,0.85
16,Protective Factors > Ventilated Improved Pit Latrine,Ci 95 1,0.77
16,Protective Factors > Ventilated Improved Pit Latrine,Ci 95 2,0.95
16,Heterogeneity And Bias > Publication Bias,Egger Test P,0.001
16,Heterogeneity And Bias > Publication Bias,Adjustment,Trim-and-fill applied
16,Heterogeneity And Bias > Meta Regression,Publication Year,Not significant
16,Heterogeneity And Bias > Meta Regression,Sample Size,Not significant
16,Heterogeneity And Bias > Meta Regression,Region,Not significant
16,Heterogeneity And Bias,Sensitivity Analysis,Stable results; no single study altered pooled estimate
16,Public Health Implications,Priority Interventions 1,Handwashing with soap promotion
16,Public Health Implications,Priority Interventions 2,Safe drinking water access
16,Public Health Implications,Priority Interventions 3,Improved sanitation and latrines
16,Public Health Implications,Priority Interventions 4,Proper solid and liquid waste management
16,Public Health Implications,Priority Interventions 5,Exclusive breastfeeding promotion
16,Public Health Implications,Priority Interventions 6,Maternal education programs
16,Public Health Implications,High Priority Groups 1,Children aged 6–23 months
16,Public Health Implications,High Priority Groups 2,Low-income households
16,Public Health Implications,High Priority Groups 3,Large families
16,Public Health Implications,High Priority Groups 4,Regions in Southern and North Africa
16,Limitations,High Between Study Heterogeneity,True
16,Limitations,Observational Designs Only,True
16,Limitations,English Language Restriction,True
16,Chatbot Intents,Education 1,what_is_childhood_diarrhea
16,Chatbot Intents,Education 2,how_common_is_diarrhea_in_africa
16,Chatbot Intents,Risk Assessment 1,is_my_child_at_risk
16,Chatbot Intents,Risk Assessment 2,what_increases_diarrhea_risk
16,Chatbot Intents,Prevention 1,how_to_prevent_diarrhea
16,Chatbot Intents,Prevention 2,importance_of_handwashing_and_water
16,Chatbot Intents,Policy And Planning 1,where_should_interventions_focus
16,Chatbot Intents,Policy And Planning 2,most_effective_diarrhea_prevention_factors
17,Kb Metadata,Domain,global_child_health
17,Kb Metadata,Topic,diarrheal_diseases
17,Kb Metadata > Source,Publisher,Elsevier
17,Kb Metadata > Source,Year,2005
17,Kb Metadata > Source,Authors 1,A. Baqui
17,Kb Metadata > Source,Authors 2,R. Heinzen
